"id","plaatsnaam_in_bron","plaatsnaam","eerste_jaar_min","eerste_jaar_max","laatste_jaar_min","laatste_jaar_max","aantal","tgn_uri","gn_uri","land","lat","lon"
"259","Becanus","Hilvarenbeek","1580","1581","1580","1581","1","http://vocab.getty.edu/tgn/1047846","http://www.geonames.org/2754066","Netherlands","51.485833","5.1375"
"260","Beck",,"1531","1532","1549","1550","2",,,,"0","0"
"261","Bedbuer","Bedbur","1444","1445","1444","1445","1","http://vocab.getty.edu/tgn/7208914",,"Germany","51.766667","6.183333"
"262","Bedbur","Bedbur","1444","1445","1444","1445","1","http://vocab.getty.edu/tgn/7208914",,"Germany","51.766667","6.183333"
"263","Bedtbuer","Bedbur","1444","1445","1444","1445","1","http://vocab.getty.edu/tgn/7208914",,"Germany","51.766667","6.183333"
"264","Beeck","Hilvarenbeek","1433","1434","1585","1586","46","http://vocab.getty.edu/tgn/1047846","http://www.geonames.org/2754066","Netherlands","51.485833","5.1375"
"265","Beeck by Aerle","Beek","1472","1473","1568","1569","4",,,,"0","0"
"266","Beeck by Brey","Beek","1473","1474","1473","1474","1",,,,"0","0"
"267","Beed buer in den lande van Cleve","Bedbur","1459","1460","1459","1460","1","http://vocab.getty.edu/tgn/7208914",,"Germany","51.766667","6.183333"
"268","Beerlekem","Berlicum","1445","1446","1515","1516","2","http://vocab.getty.edu/tgn/1047652","http://www.geonames.org/2759059","Netherlands","51.6775","5.4"
"269","Beerlichem","Berlicum","1450","1451","1462","1463","3","http://vocab.getty.edu/tgn/1047652","http://www.geonames.org/2759059","Netherlands","51.6775","5.4"
"270","Beerlicom","Berlicum","1434","1435","1471","1472","2","http://vocab.getty.edu/tgn/1047652","http://www.geonames.org/2759059","Netherlands","51.6775","5.4"
"271","Beerlicum","Berlicum","1486","1487","1486","1487","1","http://vocab.getty.edu/tgn/1047652","http://www.geonames.org/2759059","Netherlands","51.6775","5.4"
"272","Beerlikem","Berlicum","1442","1443","1460","1461","4","http://vocab.getty.edu/tgn/1047652","http://www.geonames.org/2759059","Netherlands","51.6775","5.4"
"273","Beerlykem","Berlicum","1497","1498","1507","1508","3","http://vocab.getty.edu/tgn/1047652","http://www.geonames.org/2759059","Netherlands","51.6775","5.4"
"274","Beern","Bern","1486","1487","1539","1540","2","http://vocab.getty.edu/tgn/7256151","http://www.geonames.org/2759053","Netherlands","51.748333","5.165278"
"275","Beers","Beers","1518","1519","1518","1519","1","http://vocab.getty.edu/tgn/7258340",,,"51.716667","5.833333"
"276","Beers bij Oirschot","Beers","1529","1530","1529","1530","2","http://vocab.getty.edu/tgn/7269807",,,"51.466667","5.25"
"277","Beers by Cuyck","Beers","1496","1497","1496","1497","1","http://vocab.getty.edu/tgn/7258340",,,"51.716667","5.833333"
"278","Beers by Oirschot","Beers","1529","1530","1529","1530","1","http://vocab.getty.edu/tgn/7269807",,,"51.466667","5.25"
"279","Beerze","Beers","1446","1447","1479","1480","9","http://vocab.getty.edu/tgn/7258340",,,"51.716667","5.833333"
"280","Beesdt","Beesd","1465","1466","1465","1466","4","http://vocab.getty.edu/tgn/7258319","http://www.geonames.org/2759288","Netherlands","51.8875","5.191667"
"281","Beest","Beesd","1445","1446","1555","1556","29","http://vocab.getty.edu/tgn/7258319","http://www.geonames.org/2759288","Netherlands","51.8875","5.191667"
"283","Beestd","Beesd","1509","1510","1509","1510","1","http://vocab.getty.edu/tgn/7258319","http://www.geonames.org/2759288","Netherlands","51.8875","5.191667"
"286","Beka","Hilvarenbeek","1508","1509","1508","1509","1","http://vocab.getty.edu/tgn/1047846","http://www.geonames.org/2754066","Netherlands","51.485833","5.1375"
"287","Beke","Hilvarenbeek","1461","1462","1512","1513","2","http://vocab.getty.edu/tgn/1047846","http://www.geonames.org/2754066","Netherlands","51.485833","5.1375"
"288","Bekensis","Hilvarenbeek","1495","1496","1497","1498","3","http://vocab.getty.edu/tgn/1047846","http://www.geonames.org/2754066","Netherlands","51.485833","5.1375"
"289","Bekesteyn by Haerlem","Bekestein bij Haarlem","1497","1498","1497","1498","1","http://vocab.getty.edu/tgn/7260929",,,"52.45","4.633333"
"290","Belveren","Belveren","1466","1467","1531","1532","2",,,,"0","0"
"291","Benthem","Benthem","1557","1558","1557","1558","1","http://vocab.getty.edu/tgn/7258768","http://www.geonames.org/2759179","Netherlands","51.496667","5.723611"
"292","Berchem","Berghem","1485","1486","1549","1550","18",,,,"0","0"
"293","Berchen","Berghem","1471","1472","1568","1569","21",,,,"0","0"
"294","Bercheyck","Bergeyk","1474","1475","1526","1527","10","http://vocab.getty.edu/tgn/1047646","http://www.geonames.org/2759132","Netherlands","51.319167","5.358333"
"295","Berckel","Berkel","1487","1488","1583","1584","5","http://vocab.getty.edu/tgn/4001430","http://www.geonames.org/2759089","Netherlands","52.003060459","4.48722839355"
"296","Berckel bij Oisterwijck","Berkel","1561","1562","1561","1562","1","http://vocab.getty.edu/tgn/4001430","http://www.geonames.org/2759089","Netherlands","52.003060459","4.48722839355"
"298","Berckt","Berkt","1538","1539","1538","1539","1",,,,"0","0"
"299","Berdens in Vranckryck","Bordeaux","1526","1527","1526","1527","1","http://vocab.getty.edu/tgn/7008161",,"France","44.8333","-0.5667"
"300","Berge","Berghem","1499","1500","1499","1500","1",,,,"0","0"
"301","Bergen","Bergen op Zoom","1474","1475","1565","1566","49",,"http://www.geonames.org/2759145","Netherlands","51.495","4.291667"
"302","Bergen op den Zoem","Bergen op Zoom","1493","1494","1493","1494","9",,"http://www.geonames.org/2759145","Netherlands","51.495","4.291667"
"303","Bergen op den Zoeme","Bergen op Zoom","1509","1510","1509","1510","1",,"http://www.geonames.org/2759145","Netherlands","51.495","4.291667"
"304","Bergen op den Zoom","Bergen op Zoom","1478","1479","1539","1540","3",,"http://www.geonames.org/2759145","Netherlands","51.495","4.291667"
"305","Bergen op Zoom","Bergen op Zoom","1562","1563","1562","1563","1",,"http://www.geonames.org/2759145","Netherlands","51.495","4.291667"
"306","Bergen opden Zoom","Bergen op Zoom","1478","1479","1478","1479","1",,"http://www.geonames.org/2759145","Netherlands","51.495","4.291667"
"307","Bergen opt Zoem","Bergen op Zoom","1472","1473","1472","1473","3",,"http://www.geonames.org/2759145","Netherlands","51.495","4.291667"
"308","Bergen opten Soem","Bergen op Zoom","1501","1502","1538","1539","7",,"http://www.geonames.org/2759145","Netherlands","51.495","4.291667"
"309","Bergen opten Some","Bergen op Zoom","1497","1498","1506","1507","11",,"http://www.geonames.org/2759145","Netherlands","51.495","4.291667"
"310","Bergen opten Zoem","Bergen op Zoom","1468","1469","1530","1531","21",,"http://www.geonames.org/2759145","Netherlands","51.495","4.291667"
"311","Bergen opten Zoeme","Bergen op Zoom","1474","1475","1474","1475","5",,"http://www.geonames.org/2759145","Netherlands","51.495","4.291667"
"312","Bergen opten Zom","Bergen op Zoom","1530","1531","1530","1531","1",,"http://www.geonames.org/2759145","Netherlands","51.495","4.291667"
"313","Bergen opten Zome","Bergen op Zoom","1478","1479","1478","1479","3",,"http://www.geonames.org/2759145","Netherlands","51.495","4.291667"
"314","Bergen opten Zoom","Bergen op Zoom","1478","1479","1556","1557","3",,"http://www.geonames.org/2759145","Netherlands","51.495","4.291667"
"316","Bergen supra somam","Bergen op Zoom","1504","1505","1504","1505","5",,"http://www.geonames.org/2759145","Netherlands","51.495","4.291667"
"318","Bergen supra Zomam","Bergen op Zoom","1481","1482","1481","1482","1",,"http://www.geonames.org/2759145","Netherlands","51.495","4.291667"
"319","Bergen, opten Zoem","Bergen op Zoom","1494","1495","1494","1495","1",,"http://www.geonames.org/2759145","Netherlands","51.495","4.291667"
"320","Bergensis","Bergen op Zoom","1485","1486","1485","1486","1",,"http://www.geonames.org/2759145","Netherlands","51.495","4.291667"
"321","Berghen","Bergen op Zoom","1477","1478","1551","1552","27",,"http://www.geonames.org/2759145","Netherlands","51.495","4.291667"
"322","Berghen op die Soem","Bergen op Zoom","1523","1524","1523","1524","1",,"http://www.geonames.org/2759145","Netherlands","51.495","4.291667"
"323","Berghen op die Zoem","Bergen op Zoom","1523","1524","1523","1524","1",,"http://www.geonames.org/2759145","Netherlands","51.495","4.291667"
"324","Berghen op ten Zoem","Bergen op Zoom","1479","1480","1479","1480","3",,"http://www.geonames.org/2759145","Netherlands","51.495","4.291667"
"325","Berghen opten Soem","Bergen op Zoom","1511","1512","1511","1512","1",,"http://www.geonames.org/2759145","Netherlands","51.495","4.291667"
"326","Berghen opten Zoem","Bergen op Zoom","1486","1487","1515","1516","7",,"http://www.geonames.org/2759145","Netherlands","51.495","4.291667"
"327","Berghen opten Zoom","Bergen op Zoom","1507","1508","1520","1521","6",,"http://www.geonames.org/2759145","Netherlands","51.495","4.291667"
"329","Bergheyck","Bergeyk","1472","1473","1525","1526","2","http://vocab.getty.edu/tgn/1047646","http://www.geonames.org/2759132","Netherlands","51.319167","5.358333"
"330","Bergis",,"1512","1513","1512","1513","1",,,,"0","0"
"331","Bericensis","Beiroet","1501","1502","1501","1502","1",,"http://www.geonames.org/276781","Lebanon","33.88894","35.49442"
"332","Berkel","Berkel","1461","1462","1550","1551","21","http://vocab.getty.edu/tgn/4001430","http://www.geonames.org/2759089","Netherlands","52.003060459","4.48722839355"
"333","Berlechem","Berlicum","1482","1483","1482","1483","1","http://vocab.getty.edu/tgn/1047652","http://www.geonames.org/2759059","Netherlands","51.6775","5.4"
"334","Berlecom","Berlicum","1523","1524","1523","1524","1","http://vocab.getty.edu/tgn/1047652","http://www.geonames.org/2759059","Netherlands","51.6775","5.4"
"335","Berlecum","Berlicum","1500","1501","1560","1561","9","http://vocab.getty.edu/tgn/1047652","http://www.geonames.org/2759059","Netherlands","51.6775","5.4"
"336","Berlekem","Berlicum","1445","1446","1549","1550","6","http://vocab.getty.edu/tgn/1047652","http://www.geonames.org/2759059","Netherlands","51.6775","5.4"
"337","Berlichem","Berlicum","1489","1490","1493","1494","2","http://vocab.getty.edu/tgn/1047652","http://www.geonames.org/2759059","Netherlands","51.6775","5.4"
"338","Berlickem","Berlicum","1506","1507","1553","1554","8","http://vocab.getty.edu/tgn/1047652","http://www.geonames.org/2759059","Netherlands","51.6775","5.4"
"339","Berlicom","Berlicum","1471","1472","1530","1531","7","http://vocab.getty.edu/tgn/1047652","http://www.geonames.org/2759059","Netherlands","51.6775","5.4"
"340","Berlicum","Berlicum","1472","1473","1569","1570","14","http://vocab.getty.edu/tgn/1047652","http://www.geonames.org/2759059","Netherlands","51.6775","5.4"
"341","Berliecum","Berlicum","1560","1561","1560","1561","1","http://vocab.getty.edu/tgn/1047652","http://www.geonames.org/2759059","Netherlands","51.6775","5.4"
"342","Berlijkem","Berlicum","1524","1525","1524","1525","1","http://vocab.getty.edu/tgn/1047652","http://www.geonames.org/2759059","Netherlands","51.6775","5.4"
"343","Berlikem","Berlicum","1401","1402","1524","1525","23","http://vocab.getty.edu/tgn/1047652","http://www.geonames.org/2759059","Netherlands","51.6775","5.4"
"344","Berlykem","Berlicum","1497","1498","1503","1504","5","http://vocab.getty.edu/tgn/1047652","http://www.geonames.org/2759059","Netherlands","51.6775","5.4"
"345","Berlyken","Berlicum","1502","1503","1502","1503","1","http://vocab.getty.edu/tgn/1047652","http://www.geonames.org/2759059","Netherlands","51.6775","5.4"
"346","Bern","Bern","1444","1445","1545","1546","2","http://vocab.getty.edu/tgn/7256151","http://www.geonames.org/2759053","Netherlands","51.748333","5.165278"
"347","Berna","Bern","1472","1473","1507","1508","5","http://vocab.getty.edu/tgn/7256151","http://www.geonames.org/2759053","Netherlands","51.748333","5.165278"
"348","Berne","Bern","1468","1469","1557","1558","5","http://vocab.getty.edu/tgn/7256151","http://www.geonames.org/2759053","Netherlands","51.748333","5.165278"
"349","Bers","Beers","1540","1541","1540","1541","1","http://vocab.getty.edu/tgn/7258340",,,"51.716667","5.833333"
"350","Bers by Kuyck","Beers","1497","1498","1497","1498","1","http://vocab.getty.edu/tgn/7258340",,,"51.716667","5.833333"
"351","Berse","Beers","1500","1501","1564","1565","8","http://vocab.getty.edu/tgn/7258340",,,"51.716667","5.833333"
"352","Berse by Kuyck","Beers","1500","1501","1500","1501","1","http://vocab.getty.edu/tgn/7258340",,,"51.716667","5.833333"
"353","Berse by Oerscot","Beers","1487","1488","1487","1488","1","http://vocab.getty.edu/tgn/7269807",,,"51.466667","5.25"
"354","Berwerwyck","Beverwijk","1489","1490","1489","1490","1","http://vocab.getty.edu/tgn/7007050","http://www.geonames.org/2758998","Netherlands","52.483333","4.656944"
"355","Berze","Beers","1477","1478","1489","1490","2","http://vocab.getty.edu/tgn/7258340",,,"51.716667","5.833333"
"356","Besoeyen","Besoijen","1489","1490","1553","1554","12",,"http://www.geonames.org/2759043","Netherlands","51.68333","5.05"
"358","Besoyen","Besoijen","1450","1451","1545","1546","38",,"http://www.geonames.org/2759043","Netherlands","51.68333","5.05"
"359","Best","Best","1505","1506","1559","1560","2","http://vocab.getty.edu/tgn/1047654","http://www.geonames.org/2759040","Netherlands","51.5075","5.390278"
"360","Best onder Oirschot","Best","1566","1567","1566","1567","1","http://vocab.getty.edu/tgn/1047654","http://www.geonames.org/2759040","Netherlands","51.5075","5.390278"
"361","Best prope Oerschot","Best","1472","1473","1472","1473","1","http://vocab.getty.edu/tgn/1047654","http://www.geonames.org/2759040","Netherlands","51.5075","5.390278"
"362","Beveren","Beveren","1510","1511","1510","1511","1",,,,"0","0"
"363","Beverweerde","Beverwaard","1466","1467","1466","1467","2",,,,"0","0"
"364","Beverwijck","Beverwijk","1524","1525","1524","1525","2","http://vocab.getty.edu/tgn/7007050","http://www.geonames.org/2758998","Netherlands","52.483333","4.656944"
"365","Beverwyc","Beverwijk","1487","1488","1505","1506","5","http://vocab.getty.edu/tgn/7007050","http://www.geonames.org/2758998","Netherlands","52.483333","4.656944"
"366","Beverwyck","Beverwijk","1474","1475","1523","1524","38","http://vocab.getty.edu/tgn/7007050","http://www.geonames.org/2758998","Netherlands","52.483333","4.656944"
"367","Bewerwyck","Beverwijk","1489","1490","1489","1490","3","http://vocab.getty.edu/tgn/7007050","http://www.geonames.org/2758998","Netherlands","52.483333","4.656944"
"368","Bezoeyen","Besoijen","1526","1527","1542","1543","2",,"http://www.geonames.org/2759043","Netherlands","51.68333","5.05"
"369","Bezoyen","Besoijen","1509","1510","1562","1563","4",,"http://www.geonames.org/2759043","Netherlands","51.68333","5.05"
"370","Biessen","Bilzen","1428","1429","1428","1429","1",,"http://www.geonames.org/2801924","Belgium","50.87325","5.5184"
"371","Bilsen","Bilzen ","1551","1552","1563","1564","2",,"http://www.geonames.org/2801924","Belgium","50.87325","5.5184"
"372","binnen ter Gouwe","Gouda","1494","1495","1494","1495","1","http://vocab.getty.edu/tgn/7006805","http://www.geonames.org/2755420","Netherlands","52.016667","4.708333"
"373","Bladel","Bladel","1476","1477","1528","1529","15","http://vocab.getty.edu/tgn/7006829","http://www.geonames.org/2758878","Netherlands","51.368333","5.220833"
"374","Blaertem","Blaarthem","1501","1502","1535","1536","4",,"http://www.geonames.org/2758880","Netherlands","51.41667","5.45"
"375","Blaerthem","Blaarthem","1460","1461","1613","1614","16",,"http://www.geonames.org/2758880","Netherlands","51.41667","5.45"
"376","Blaerthen","Blaarthem","1486","1487","1486","1487","1",,"http://www.geonames.org/2758880","Netherlands","51.41667","5.45"
"377","Blocklant","Blokland","1470","1471","1474","1475","2","http://vocab.getty.edu/tgn/7257530",,,"52.033333","4.966667"
"378","Bloclant","Blokland","1469","1470","1482","1483","7","http://vocab.getty.edu/tgn/7257530",,,"52.033333","4.966667"
"379","Bochout int lande van Loen","Boekhout","1490","1491","1490","1491","1","http://vocab.getty.edu/tgn/7257689","http://www.geonames.org/2758753","Netherlands","51.5443066949","5.69297790527"
"380","Bochoven","Bokhoven","1468","1469","1546","1547","5",,"http://www.geonames.org/2758708","Netherlands","51.7375","5.23056"
"381","Bocxstel","Boxtel","1554","1555","1554","1555","1","http://vocab.getty.edu/tgn/1047673","http://www.geonames.org/2758460","Netherlands","51.590833","5.329167"
"382","Bocxtel","Boxtel","1500","1501","1500","1501","6","http://vocab.getty.edu/tgn/1047673","http://www.geonames.org/2758460","Netherlands","51.590833","5.329167"
