"id","hgid","naam","gg_uri","gg_uri_amco","amco","cbscode","geonames","startjaar","eindjaar","provincie","departement","absorbed","absorbedBy","originated","originatedFrom"
"939","Kralingen","Kralingen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Kralingen","http://www.gemeentegeschiedenis.nl/amco/11367",,"1099",,"oudsher","1895","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Rotterdam",,
"940","Krimpen_aan_de_Lek","Krimpen aan de Lek","http://www.gemeentegeschiedenis.nl/gemeentenaam/Krimpen_aan_de_Lek","http://www.gemeentegeschiedenis.nl/amco/10617",,"0541",,"oudsher","1985","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Nederlek",,
"941","Krimpen_aan_den_IJssel","Krimpen aan den IJssel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Krimpen_aan_den_IJssel","http://www.gemeentegeschiedenis.nl/amco/10859",,"0542","http://sws.geonames.org/2752263","1817","heden","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Stormpolder",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Ouderkerk_aan_den_IJssel"
"942","Laagblokland","Laagblokland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Laagblokland","http://www.gemeentegeschiedenis.nl/amco/10351",,"1340",,"1817","1857","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Ottoland",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Molenaarsgraaf"
"943","Langebakkersoord","Langebakkersoord","http://www.gemeentegeschiedenis.nl/gemeentenaam/Langebakkersoord","http://www.gemeentegeschiedenis.nl/amco/10670",,,,"1817","1826","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Pernis",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Pernis"
"944","Langerak","Langerak","http://www.gemeentegeschiedenis.nl/gemeentenaam/Langerak","http://www.gemeentegeschiedenis.nl/amco/11127",,"0543",,"1817","1986","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Liesveld",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Goudriaan"
"945","Lange_Ruige_Weide","Lange Ruige Weide","http://www.gemeentegeschiedenis.nl/gemeentenaam/Lange_Ruige_Weide","http://www.gemeentegeschiedenis.nl/amco/10900",,"1101",,"1818","1964","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Driebruggen",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Waarder"
"946","Lansingerland","Lansingerland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Lansingerland","http://www.gemeentegeschiedenis.nl/amco/10139",,"1621","http://sws.geonames.org/6544291","2007","heden","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,,,
"947","Leerbroek","Leerbroek","http://www.gemeentegeschiedenis.nl/gemeentenaam/Leerbroek","http://www.gemeentegeschiedenis.nl/amco/10465",,"0544",,"1817","1986","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Zederik",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Meerkerk"
"948","Leerdam","Leerdam","http://www.gemeentegeschiedenis.nl/gemeentenaam/Leerdam","http://www.gemeentegeschiedenis.nl/amco/10685",,"0545","http://sws.geonames.org/2751807","oudsher","heden","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM","http://www.gemeentegeschiedenis.nl/gemeentenaam/Schoonrewoerd",,,
"949","Leiden","Leiden","http://www.gemeentegeschiedenis.nl/gemeentenaam/Leiden","http://www.gemeentegeschiedenis.nl/amco/10702",,"0546","http://sws.geonames.org/2751772","oudsher","heden","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM",,,,
"950","Leiderdorp","Leiderdorp","http://www.gemeentegeschiedenis.nl/gemeentenaam/Leiderdorp","http://www.gemeentegeschiedenis.nl/amco/10058",,"0547","http://sws.geonames.org/2751770","oudsher","heden","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM",,,,
"951","Leidschendam_1","Leidschendam [1]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Leidschendam_1","http://www.gemeentegeschiedenis.nl/amco/10742",,,,"oudsher","1817","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Stompwijk",,
"952","Leidschendam_2","Leidschendam [2]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Leidschendam_2","http://www.gemeentegeschiedenis.nl/amco/10742",,"0548",,"1938","2002","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Leidschendam-Voorburg",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Veur"
"953","Leidschendam-Voorburg","Leidschendam-Voorburg","http://www.gemeentegeschiedenis.nl/gemeentenaam/Leidschendam-Voorburg","http://www.gemeentegeschiedenis.nl/amco/11103",,"1916","http://sws.geonames.org/6544252","2002","heden","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Voorburg"
"954","Leimuiden","Leimuiden","http://www.gemeentegeschiedenis.nl/gemeentenaam/Leimuiden","http://www.gemeentegeschiedenis.nl/amco/11351",,"0549",,"oudsher","1991","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/Zz","http://www.gemeentegeschiedenis.nl/gemeentenaam/Kalslagen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Jacobswoude","http://www.gemeentegeschiedenis.nl/gemeentenaam/Kalslagen",
"955","Lekkerkerk","Lekkerkerk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Lekkerkerk","http://www.gemeentegeschiedenis.nl/amco/10050",,"0550",,"oudsher","1985","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Nederlek",,
"956","Lexmond","Lexmond","http://www.gemeentegeschiedenis.nl/gemeentenaam/Lexmond","http://www.gemeentegeschiedenis.nl/amco/10930",,"0551",,"oudsher","1986","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Zederik",,
"957","Liemeer","Liemeer","http://www.gemeentegeschiedenis.nl/gemeentenaam/Liemeer","http://www.gemeentegeschiedenis.nl/amco/10487",,"1673",,"1994","2007","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuwveen"
"958","De_Lier","De Lier","http://www.gemeentegeschiedenis.nl/gemeentenaam/De_Lier","http://www.gemeentegeschiedenis.nl/amco/10241",,"0552",,"oudsher","2004","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Westland",,
"959","Liesveld","Liesveld","http://www.gemeentegeschiedenis.nl/gemeentenaam/Liesveld","http://www.gemeentegeschiedenis.nl/amco/11205",,"0694","http://sws.geonames.org/6544270","1986","heden","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Langerak"
"960","Lisse","Lisse","http://www.gemeentegeschiedenis.nl/gemeentenaam/Lisse","http://www.gemeentegeschiedenis.nl/amco/10197",,"0553","http://sws.geonames.org/2751546","oudsher","heden","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM",,,,
"961","Loosduinen","Loosduinen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Loosduinen","http://www.gemeentegeschiedenis.nl/amco/10997",,"1107",,"oudsher","1923","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/s-Gravenhage",,
"962","Maasdam","Maasdam","http://www.gemeentegeschiedenis.nl/gemeentenaam/Maasdam","http://www.gemeentegeschiedenis.nl/amco/11019",,"0554",,"oudsher","1984","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sint_Anthoniepolder","http://www.gemeentegeschiedenis.nl/gemeentenaam/Binnenmaas","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sint_Anthoniepolder",
"963","Maasland","Maasland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Maasland","http://www.gemeentegeschiedenis.nl/amco/10393",,"0555",,"oudsher","2004","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Midden-Delfland",,
"964","Maassluis","Maassluis","http://www.gemeentegeschiedenis.nl/gemeentenaam/Maassluis","http://www.gemeentegeschiedenis.nl/amco/10880",,"0556","http://sws.geonames.org/2751284","oudsher","heden","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM",,,,
"965","Meerdervoort","Meerdervoort","http://www.gemeentegeschiedenis.nl/gemeentenaam/Meerdervoort","http://www.gemeentegeschiedenis.nl/amco/10435",,"1343",,"1817","1855","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Zwijndrecht",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Zwijndrecht"
"966","Meerkerk","Meerkerk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Meerkerk","http://www.gemeentegeschiedenis.nl/amco/10618",,"0557",,"oudsher","1986","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Zederik","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuwland_bij_Leerdam",
"967","Melissant","Melissant","http://www.gemeentegeschiedenis.nl/gemeentenaam/Melissant","http://www.gemeentegeschiedenis.nl/amco/10918",,"1113",,"1817","1966","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Roxenisse","http://www.gemeentegeschiedenis.nl/gemeentenaam/Dirksland",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Dirksland"
"968","Middelburg_ZH","Middelburg [ZH]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Middelburg_ZH","http://www.gemeentegeschiedenis.nl/amco/10483",,"1344",,"1817","1855","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Reeuwijk",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Boskoop"
"969","Middelharnis","Middelharnis","http://www.gemeentegeschiedenis.nl/gemeentenaam/Middelharnis","http://www.gemeentegeschiedenis.nl/amco/11067",,"0559","http://sws.geonames.org/2750883","oudsher","heden","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM","http://www.gemeentegeschiedenis.nl/gemeentenaam/Stad_aan_t_Haringvliet",,,
"970","Midden-Delfland","Midden-Delfland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Midden-Delfland","http://www.gemeentegeschiedenis.nl/amco/10130",,"1842","http://sws.geonames.org/6544262","2004","heden","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Schipluiden"
"971","De_Mijl","De Mijl","http://www.gemeentegeschiedenis.nl/gemeentenaam/De_Mijl","http://www.gemeentegeschiedenis.nl/amco/11360",,"1345",,"1817","1857","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Dubbeldam",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Dubbeldam"
"972","Mijnsheerenland","Mijnsheerenland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Mijnsheerenland","http://www.gemeentegeschiedenis.nl/amco/11112",,"0564",,"oudsher","1984","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Binnenmaas","http://www.gemeentegeschiedenis.nl/gemeentenaam/Westmaas",
"973","Moerhuizen","Moerhuizen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Moerhuizen","http://www.gemeentegeschiedenis.nl/amco/11377",,"0647",,"1991","1992","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Zevenhuizen-Moerkapelle",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Moerkapelle"
"974","Moerkapelle","Moerkapelle","http://www.gemeentegeschiedenis.nl/gemeentenaam/Moerkapelle","http://www.gemeentegeschiedenis.nl/amco/11383",,"0560",,"1817","1991","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Moerhuizen",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Bleiswijk"
"975","Molenaarsgraaf","Molenaarsgraaf","http://www.gemeentegeschiedenis.nl/gemeentenaam/Molenaarsgraaf","http://www.gemeentegeschiedenis.nl/amco/10166",,"0561",,"oudsher","1986","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Graafstroom","http://www.gemeentegeschiedenis.nl/gemeentenaam/Laagblokland",
"977","Monster","Monster","http://www.gemeentegeschiedenis.nl/gemeentenaam/Monster","http://www.gemeentegeschiedenis.nl/amco/10019",,"0562",,"oudsher","2004","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Westland",,
"978","Moordrecht","Moordrecht","http://www.gemeentegeschiedenis.nl/gemeentenaam/Moordrecht","http://www.gemeentegeschiedenis.nl/amco/10120",,"0563",,"oudsher","2010","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM",,,,
"979","Naaldwijk","Naaldwijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Naaldwijk","http://www.gemeentegeschiedenis.nl/amco/11418",,"0565",,"oudsher","2004","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Westland",,
"980","Naaldwijk_Albl.waard","Naaldwijk [Albl.waard]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Naaldwijk_Albl.waard","http://www.gemeentegeschiedenis.nl/amco/10514",,,,"1817","1818","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Sliedrecht",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Sliedrecht"
"981","Naters","Naters","http://www.gemeentegeschiedenis.nl/gemeentenaam/Naters","http://www.gemeentegeschiedenis.nl/amco/11384",,"1346",,"1817","1855","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Rockanje",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Rockanje"
"982","Nederlek","Nederlek","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nederlek","http://www.gemeentegeschiedenis.nl/amco/10050",,"0643","http://sws.geonames.org/6544281","1985","heden","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Krimpen_aan_de_Lek"
"983","Nederslingeland","Nederslingeland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nederslingeland","http://www.gemeentegeschiedenis.nl/amco/10693",,"1347",,"1817","1857","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Peursum",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Noordeloos"
"984","Niemandsvriend","Niemandsvriend","http://www.gemeentegeschiedenis.nl/gemeentenaam/Niemandsvriend","http://www.gemeentegeschiedenis.nl/amco/11426",,,,"1817","1818","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Sliedrecht",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Sliedrecht"
"985","Nieuw-Beijerland","Nieuw-Beijerland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuw-Beijerland","http://www.gemeentegeschiedenis.nl/amco/10092",,"0566",,"oudsher","1984","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Korendijk_2",,
"986","Nieuwenhoorn","Nieuwenhoorn","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuwenhoorn","http://www.gemeentegeschiedenis.nl/amco/10338",,"1121",,"oudsher","1960","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Hellevoetsluis",,
"987","Nieuwerkerk_aan_den_IJssel","Nieuwerkerk aan den IJssel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuwerkerk_aan_den_IJssel","http://www.gemeentegeschiedenis.nl/amco/10855",,"0567",,"oudsher","2010","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM",,,,
"988","Nieuwe_Tonge","Nieuwe Tonge","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuwe_Tonge","http://www.gemeentegeschiedenis.nl/amco/10502",,"1119",,"oudsher","1966","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Middelharnis","http://www.gemeentegeschiedenis.nl/gemeentenaam/Herkingen",
"989","Nieuweveen","Nieuweveen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuweveen","http://www.gemeentegeschiedenis.nl/amco/11273",,"1349",,"1817","1833","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Nootdorp",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Nootdorp"
"990","Nieuw-Helvoet","Nieuw-Helvoet","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuw-Helvoet","http://www.gemeentegeschiedenis.nl/amco/10264",,"1118",,"oudsher","1960","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oude_en_Nieuwe_Struiten","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hellevoetsluis",,
"991","Nieuwkoop","Nieuwkoop","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuwkoop","http://www.gemeentegeschiedenis.nl/amco/10728",,"0569","http://sws.geonames.org/2750186","oudsher","heden","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/Zz","http://www.gemeentegeschiedenis.nl/gemeentenaam/Achttienhoven_ZH",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Achttienhoven_ZH",
"992","Nieuwland_bij_Leerdam","Nieuwland [bij Leerdam]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuwland_bij_Leerdam","http://www.gemeentegeschiedenis.nl/amco/11213",,"0570",,"1817","1986","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Zederik",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Meerkerk"
"993","Nieuwland__Kortland_en_s-Graveland","Nieuwland, Kortland en 's-Graveland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuwland__Kortland_en_s-Graveland","http://www.gemeentegeschiedenis.nl/amco/11406",,"1348",,"1817","1855","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Kethel_en_Spaland",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Schiedam"
"994","Nieuw-Lekkerland","Nieuw-Lekkerland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuw-Lekkerland","http://www.gemeentegeschiedenis.nl/amco/10547",,"0571","http://sws.geonames.org/2750162","oudsher","heden","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM",,,,
"995","Nieuwpoort","Nieuwpoort","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuwpoort","http://www.gemeentegeschiedenis.nl/amco/10748",,"0572",,"oudsher","1986","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Liesveld","http://www.gemeentegeschiedenis.nl/gemeentenaam/Groot-Ammers",
"996","Nieuwveen","Nieuwveen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuwveen","http://www.gemeentegeschiedenis.nl/amco/10487",,"0573",,"oudsher","1994","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/Zz","http://www.gemeentegeschiedenis.nl/gemeentenaam/Zevenhoven","http://www.gemeentegeschiedenis.nl/gemeentenaam/Liemeer",,
