"id","geb_plaats_bron","geb_plaats_huidig","eerste_jaar","laatste_jaar","lat","lon","adm1","aantal","gn_uri","tgn_uri"
"236","Bergen op Soom","Bergen op Zoom","1583","1589","51.5","4.3","NB","3","http://sws.geonames.org/2759145",
"237","Bergen op Zoom","Bergen op Zoom","1538","1652","51.5","4.3","NB","53","http://sws.geonames.org/2759145",
"238","bergen opten zoom","Bergen op Zoom","1641","1641","51.5","4.3","NB","1","http://sws.geonames.org/2759145",
"239","Bergh Clooster","Burgum (Bergum)","1648","1648","53.2","6","FR","1",,"http://vocab.getty.edu/tgn/1047651"
"240","berghem deventer","Berghum","1582","1582","52.3666667","7.0166667","OV","1",,"http://vocab.getty.edu/tgn/7259941"
"241","bergheyk","Bergeyk","1592","1592","51.3166667","5.3666667","NB","1",,"http://vocab.getty.edu/tgn/1047646"
"242","bergum","Burgum (Bergum)","1582","1582","53.2","6","FR","1",,"http://vocab.getty.edu/tgn/1047651"
"243","berkhout","Berkhout","1544","1544","52.6333333","5","NH","1",,"http://vocab.getty.edu/tgn/7256168"
"244","berkouw","Berkenwoude","1638","1638","51.95","4.7166667","ZH","1",,"http://vocab.getty.edu/tgn/7256178"
"245","berlcum","Berlikum","1651","1651","53.25","5.65","FR","1",,"http://vocab.getty.edu/tgn/1047653"
"246","berlecum","Berlikum","1595","1595","53.25","5.65","FR","1",,"http://vocab.getty.edu/tgn/1047653"
"247","bernefelt","Barneveld","1505","1505","52.1333333","5.5833333","GE","1",,"http://vocab.getty.edu/tgn/1047635"
"248","bernevelt","Barneveld","1486","1655","52.1333333","5.5833333","GE","2",,"http://vocab.getty.edu/tgn/1047635"
"249","besoyen","Besoijen","1583","1592","51.6833333","5.05","NB","2",,"http://vocab.getty.edu/tgn/7256137"
"250","besum","Biessum","1647","1647","53.3333333","6.9","GR","1",,"http://vocab.getty.edu/tgn/7256609"
"251","betuwe","Betuwe","1595","1595","51.9166667","5.5833333","GE","1",,
"252","beusichem","Beusichem","1637","1637","51.95","5.3","GE","1",,"http://vocab.getty.edu/tgn/7256453"
"253","Beuyl","Budel","1592","1592","51.2666667","5.5833333","NB","1",,"http://vocab.getty.edu/tgn/1047684"
"254","beverwijck","Beverwijk","1595","1595","52.4833333","4.65","NH","1",,"http://vocab.getty.edu/tgn/7007050"
"255","beverwijk","Beverwijk","1549","1591","52.4833333","4.65","NH","4",,"http://vocab.getty.edu/tgn/7007050"
"256","Beyerland","Oud-Beijerland","1643","1643","51.8333333","4.4166667","ZH","1",,"http://vocab.getty.edu/tgn/1048029"
"257","biervliet","Biervliet","1648","1648","51.3333333","3.6833333","ZE","1",,"http://vocab.getty.edu/tgn/4001510"
"258","bieselijnge","Biezelinge","1653","1653","51.4833333","3.95","ZE","1",,"http://vocab.getty.edu/tgn/7256604"
"259","bieselinghe","Biezelinge","1642","1642","51.4833333","3.95","ZE","1",,"http://vocab.getty.edu/tgn/7256604"
"260","bietelinghen","Biezelinge","1648","1648","51.4833333","3.95","ZE","1",,"http://vocab.getty.edu/tgn/7256604"
"261","biezelinge","Biezelinge","1551","1551","51.4833333","3.95","ZE","1",,"http://vocab.getty.edu/tgn/7256604"
"262","bij alcmaer","Gemeente Alkmaar","1495","1495","52.6166667","4.7333333","NH","1",,
"263","bij Loenen","Gemeente Loenen","1588","1588","52.2","5.0166667","UT","1",,
"264","bij mastricht","Maastricht (omgeving)","1496","1496","50.8333333","5.6833333","LI","1",,
"265","bij rammekens","Rammekenshoek","1542","1542","51.45","3.65","ZE","1",,
"266","bijslem in groningerland","Biessum","1646","1646","53.3333333","6.9","GR","1",,"http://vocab.getty.edu/tgn/7256609"
"267","bil in vrieslant","Het Bild","1639","1639","53.15","6.0833333","FR","1",,
"268","bild zijll","Oude Bildtzijl","1648","1648","53.3","5.7166667","FR","1",,"http://vocab.getty.edu/tgn/7268879"
"269","bilderdam","Bilderdam","1649","1649","52.2166667","4.7166667","ZH","1",,"http://vocab.getty.edu/tgn/7256700"
"270","Bill in Friesland","Het Bild","1644","1644","53.15","6.0833333","FR","1",,
"271","birkt,de","De Birkt","1586","1594","52.1666667","5.3333333","UT","2","http://sws.geonames.org/2757779",
"272","bladel","Bladel","1543","1547","51.3666667","5.2166667","NB","3",,"http://vocab.getty.edu/tgn/7006829"
"273","blanckenhaven","Blankenham","1593","1593","52.7666667","5.9","OV","1",,"http://vocab.getty.edu/tgn/7256921"
"274","Blanckenhem","Blankenham","1550","1550","52.7666667","5.9","OV","1",,"http://vocab.getty.edu/tgn/7256921"
"275","bleiswijk","Bleiswijk","1581","1637","52.0166667","4.5333333","ZH","3",,"http://vocab.getty.edu/tgn/7257171"
"276","blencvliet","Putten","1496","1496","51.8333333","4.3","ZH","1",,
"277","blerick","Blerick","1550","1587","51.3666667","6.1666667","LI","2",,"http://vocab.getty.edu/tgn/1047659"
"278","bleshum","Blessum","1639","1639","53.1833333","5.7","FR","1",,"http://vocab.getty.edu/tgn/7257282"
"279","blesse","De Blesse","1597","1597","52.8333333","6.05","FR","1",,"http://vocab.getty.edu/tgn/7262992"
"280","blessenen","De Blesse","1594","1594","52.8333333","6.05","FR","1",,"http://vocab.getty.edu/tgn/7262992"
"281","blessum","Blessum","1641","1641","53.1833333","5.7","FR","1",,"http://vocab.getty.edu/tgn/7257282"
"282","bleyswijck","Bleiswijk","1593","1593","52.0166667","4.5333333","ZH","1",,"http://vocab.getty.edu/tgn/7257171"
"283","blij tot dongeedeel","Blija","1637","1637","53.35","5.8666667","FR","1",,"http://vocab.getty.edu/tgn/4001607"
"284","blitterswick","Blitterswijk","1491","1491","51.5333333","6.1166667","LI","1",,"http://vocab.getty.edu/tgn/7257425"
"285","blitterswijck","Blitterswijk","1544","1648","51.5333333","6.1166667","LI","2",,"http://vocab.getty.edu/tgn/7257425"
"286","blocker","Blokker","1541","1541","52.6666667","5.1","NH","1",,
"287","blockziell","Blokzijl","1582","1597","52.7166667","5.9666667","OV","2",,"http://vocab.getty.edu/tgn/1047661"
"288","Blockzijl","Blokzijl","1586","1586","52.7166667","5.9666667","OV","1",,"http://vocab.getty.edu/tgn/1047661"
"289","blyrick","Blerick","1592","1592","51.3666667","6.1666667","LI","1",,"http://vocab.getty.edu/tgn/1047659"
"290","bobeldijk","Bobeldijk","1593","1593","52.65","5","NH","1",,"http://vocab.getty.edu/tgn/7257516"
"291","bocxmeer","Boxmeer","1638","1638","51.65","5.95","NB","1",,"http://vocab.getty.edu/tgn/1047672"
"292","bocxtel","Boxtel","1646","1652","51.5833333","5.3166667","NB","2",,"http://vocab.getty.edu/tgn/1047673"
"293","Bodegrave","Bodegraven","1594","1594","52.0833333","4.75","ZH","1",,"http://vocab.getty.edu/tgn/1047663"
"294","bodegraven","Bodegraven","1584","1646","52.0833333","4.75","ZH","5",,"http://vocab.getty.edu/tgn/1047663"
"295","boechorst","Boekhorst","1439","1639","52.9833333","6.3","FR","3",,"http://vocab.getty.edu/tgn/7257685"
"296","boemel","Bommel","1596","1596","51.7166667","4.2833333","ZH","1",,"http://vocab.getty.edu/tgn/7260937"
"297","boemmel","Bommel","1537","1537","51.7166667","4.2833333","ZH","1",,"http://vocab.getty.edu/tgn/7260937"
"298","boeningen","Beuningen","1393","1400","51.8666667","5.7833333","GE","2",,"http://vocab.getty.edu/tgn/7007095"
"299","boer","De Boer","1546","1546","51.6666667","5.8166667","NB","1",,"http://vocab.getty.edu/tgn/7263109"
"300","boetgum","Beetgum","1599","1599","53.2333333","5.6833333","FR","1",,"http://vocab.getty.edu/tgn/4001337"
"301","boirckele","Borculo","1539","1539","52.1166667","6.5166667","GE","1",,"http://vocab.getty.edu/tgn/1047666"
"302","bokelsdijck","Bobeldijk","1552","1552","52.65","5","NH","1",,"http://vocab.getty.edu/tgn/7257516"
"303","bolswaert","Bolsward","1641","1654","53.0666667","5.5333333","FR","5",,"http://vocab.getty.edu/tgn/7006999"
"304","bolsward","Bolsward","1551","1649","53.0666667","5.5333333","FR","4",,"http://vocab.getty.edu/tgn/7006999"
"305","bolswart","Bolsward","1636","1655","53.0666667","5.5333333","FR","10",,"http://vocab.getty.edu/tgn/7006999"
"306","bolswerd","Bolsward","1649","1649","53.0666667","5.5333333","FR","1",,"http://vocab.getty.edu/tgn/7006999"
"307","bolswert","Bolsward","1585","1646","53.0666667","5.5333333","FR","6",,"http://vocab.getty.edu/tgn/7006999"
"308","bolzaert","Bolsward","1589","1597","53.0666667","5.5333333","FR","3",,"http://vocab.getty.edu/tgn/7006999"
"309","bolzuart","Bolsward","1599","1600","53.0666667","5.5333333","FR","2",,"http://vocab.getty.edu/tgn/7006999"
"310","bolzuelt","Bolsward","1590","1590","53.0666667","5.5333333","FR","1",,"http://vocab.getty.edu/tgn/7006999"
"311","bolzuert","Bolsward","1588","1600","53.0666667","5.5333333","FR","8",,"http://vocab.getty.edu/tgn/7006999"
"312","Bolzwaert","Bolsward","1547","1547","53.0666667","5.5333333","FR","1",,"http://vocab.getty.edu/tgn/7006999"
"313","bolzwert","Bolsward","1587","1596","53.0666667","5.5333333","FR","7",,"http://vocab.getty.edu/tgn/7006999"
"314","bomel","Zaltbommel","1399","1399","51.8","5.25","GE","2",,"http://vocab.getty.edu/tgn/7006866"
"315","bomell","Zaltbommel","1498","1498","51.8","5.25","GE","1",,"http://vocab.getty.edu/tgn/7006866"
"316","bommel","Zaltbommel","1497","1653","51.8","5.25","GE","24",,"http://vocab.getty.edu/tgn/7006866"
"317","bommele","Zaltbommel","1490","1490","51.8","5.25","GE","1",,"http://vocab.getty.edu/tgn/7006866"
"318","bommell","Zaltbommel","1599","1599","51.8","5.25","GE","1",,"http://vocab.getty.edu/tgn/7006866"
"319","Bommene","Bommenede","1644","1644","51.7333333","3.9333333","ZE","1",,"http://vocab.getty.edu/tgn/4001668"
"320","Boolzwairt","Bolsward","1537","1537","53.0666667","5.5333333","FR","1",,"http://vocab.getty.edu/tgn/7006999"
"321","boonswaech","Boornzwaag","1590","1590","52.8833333","5.5666667","FR","1",,"http://vocab.getty.edu/tgn/7258124"
"322","boornswag","Boornzwaag","1646","1646","52.8833333","5.5666667","FR","1",,"http://vocab.getty.edu/tgn/7258124"
"323","boosum","Bozum","1651","1651","53.0833333","5.7","FR","1",,"http://vocab.getty.edu/tgn/1047674"
"324","borcelo","Borculo","1587","1587","52.1166667","6.5166667","GE","1",,"http://vocab.getty.edu/tgn/1047666"
"325","borchhaven","Borgharen","1436","1436","50.8833333","5.6833333","LI","1",,"http://vocab.getty.edu/tgn/7258233"
"326","borckelloe","Borculo","1538","1591","52.1166667","6.5166667","GE","4",,"http://vocab.getty.edu/tgn/1047666"
"327","borckelo","Borculo","1582","1582","52.1166667","6.5166667","GE","1",,"http://vocab.getty.edu/tgn/1047666"
"328","borckeloe","Borculo","1539","1553","52.1166667","6.5166667","GE","3",,"http://vocab.getty.edu/tgn/1047666"
"329","borculo","Borculo","1538","1650","52.1166667","6.5166667","GE","20",,"http://vocab.getty.edu/tgn/1047666"
"330","borculoe","Borculo","1554","1642","52.1166667","6.5166667","GE","2",,"http://vocab.getty.edu/tgn/1047666"
"331","borculoo","Borculo","1645","1645","52.1166667","6.5166667","GE","1",,"http://vocab.getty.edu/tgn/1047666"
"332","borgel","Borgele","1550","1550","52.2666667","6.15","OV","1","http://sws.geonames.org/2758623",
"333","borgele","Borgele","1539","1596","52.2666667","6.15","OV","3","http://sws.geonames.org/2758623",
"334","borgell","Borgele","1537","1537","52.2666667","6.15","OV","1","http://sws.geonames.org/2758623",
"335","borkelloe","Borculo","1541","1541","52.1166667","6.5166667","GE","1",,"http://vocab.getty.edu/tgn/1047666"
"336","Borkelo","Borculo","1643","1643","52.1166667","6.5166667","GE","1",,"http://vocab.getty.edu/tgn/1047666"
"337","Born","Born","1586","1649","51.0333333","5.8166667","LI","4",,"http://vocab.getty.edu/tgn/7258224"
"338","Borne bij Deventer","Borne","1554","1554","52.3","6.75","OV","1",,"http://vocab.getty.edu/tgn/1047668"
"339","borne in twente","Borne","1586","1586","52.3","6.75","OV","1",,"http://vocab.getty.edu/tgn/1047668"
"340","borssele","Borssele","1539","1543","51.4333333","3.7333333","ZE","2",,"http://vocab.getty.edu/tgn/7258209"
"341","boschcoop","Boskoop","1645","1645","52.0666667","4.6666667","ZH","1",,"http://vocab.getty.edu/tgn/1047669"
"342","boscoop","Boskoop","1644","1646","52.0666667","4.6666667","ZH","2",,"http://vocab.getty.edu/tgn/1047669"
"343","boscope","Boskoop","1589","1589","52.0666667","4.6666667","ZH","1",,"http://vocab.getty.edu/tgn/1047669"
"344","bosum","Bozum","1587","1649","53.0833333","5.7","FR","11",,"http://vocab.getty.edu/tgn/1047674"
"345","Boxem","Boxum","1593","1593","53.1833333","5.7333333","FR","1",,"http://vocab.getty.edu/tgn/7258854"
"346","boxmeer","Boxmeer","1445","1445","51.65","5.95","NB","1",,"http://vocab.getty.edu/tgn/1047672"
"347","boxtel","Boxtel","1541","1541","51.5833333","5.3166667","NB","1",,"http://vocab.getty.edu/tgn/1047673"
"348","boxum","Boxum","1636","1646","53.1833333","5.7333333","FR","3",,"http://vocab.getty.edu/tgn/7258854"
"349","brabander vanden busch","'s-Hertogenbosch","1491","1491","51.7","5.3166667","NB","1","http://sws.geonames.org/2747351",
"350","brantgum","Brantgum","1653","1653","53.35","5.9333333","FR","1",,"http://vocab.getty.edu/tgn/4001818"
"351","Breda","Breda","1537","1649","51.5666667","4.8","NB","81",,"http://vocab.getty.edu/tgn/7006827"
"352","bredal","Breda","1643","1643","51.5666667","4.8","NB","1",,"http://vocab.getty.edu/tgn/7006827"
"353","bredervoirt","Bredevoort","1402","1402","51.95","6.6166667","GE","1",,"http://vocab.getty.edu/tgn/7262460"
"354","Bredevoerde","Bredevoort","1592","1592","51.95","6.6166667","GE","1",,"http://vocab.getty.edu/tgn/7262460"
"355","breeda","Breda","1594","1594","51.5666667","4.8","NB","1",,"http://vocab.getty.edu/tgn/7006827"
"356","brerchwert","Burgwerd","1592","1592","53.0833333","5.55","FR","1",,"http://vocab.getty.edu/tgn/7262781"
"357","Breuckelen","Nederland","1586","1586","52.5","5.75","NL","1",,
"358","breukelen","Nederland","1586","1645","52.5","5.75","NL","3",,
"359","Brevoort","Bredevoort","1593","1593","51.95","6.6166667","GE","1",,"http://vocab.getty.edu/tgn/7262460"
"360","briel","Brielle","1542","1542","51.9","4.1666667","ZH","1",,"http://vocab.getty.edu/tgn/1047678"
"361","britfert","Britswerd","1654","1654","53.1166667","5.6833333","FR","1",,"http://vocab.getty.edu/tgn/7262644"
"362","britsweth","Britswerd","1655","1655","53.1166667","5.6833333","FR","1",,"http://vocab.getty.edu/tgn/7262644"
"363","broeck bij joure","Broek","1589","1589","53.2666667","6","FR","1",,
"364","broek op langedijk","Broek op Langendijk","1545","1591","52.6666667","4.8166667","NH","2",,"http://vocab.getty.edu/tgn/7262638"
"365","broek van cluyndert","Broek","1587","1587","51.45","5.6","NB","1",,
"366","bronchorst","Bronkhorst","1495","1498","52.0833333","6.1833333","GE","2",,"http://vocab.getty.edu/tgn/7262617"
"367","bronckhorst","Bronkhorst","1553","1553","52.0833333","6.1833333","GE","1",,"http://vocab.getty.edu/tgn/7262617"
"368","brouckhorst","Bronkhorst","1583","1599","52.0833333","6.1833333","GE","3",,"http://vocab.getty.edu/tgn/7262617"
"369","brouwershaeven","Brouwershaven","1637","1637","51.7333333","3.9166667","ZE","1",,"http://vocab.getty.edu/tgn/1047680"
"370","Brouwershaven","Brouwershaven","1541","1595","51.7333333","3.9166667","ZE","7",,"http://vocab.getty.edu/tgn/1047680"
"371","brouwershaven in zeeland","Brouwershaven","1647","1647","51.7333333","3.9166667","ZE","1",,"http://vocab.getty.edu/tgn/1047680"
"372","Bruegel","Breugel","1589","1589","51.5166667","5.5166667","NB","1",,"http://vocab.getty.edu/tgn/7271031"
"373","brugh","Brug","1594","1594","51.6","5.6166667","NB","1",,"http://vocab.getty.edu/tgn/7262725"
"374","brumen","Brummen","1543","1543","52.1","6.1666667","GE","1",,"http://vocab.getty.edu/tgn/7006893"
"375","brummen","Brummen","1543","1648","52.1","6.1666667","GE","7",,"http://vocab.getty.edu/tgn/7006893"
"376","buel","Budel","1537","1537","51.2666667","5.5833333","NB","1",,"http://vocab.getty.edu/tgn/1047684"
"377","bueserom","Beusichem","1637","1637","51.95","5.3","GE","1",,"http://vocab.getty.edu/tgn/7256453"
"378","buijckersloot","Buiksloot","1596","1596","52.4","4.9166667","NH","1",,"http://vocab.getty.edu/tgn/7262592"
"379","buijcksloot","Buiksloot","1642","1642","52.4","4.9166667","NH","1",,"http://vocab.getty.edu/tgn/7262592"
"380","buijtenpost","Buitenpost","1648","1648","53.25","6.15","FR","1",,"http://vocab.getty.edu/tgn/1047686"
"381","buirschap averloe","Averloo","1637","1637","52.3","6.2","OV","1",,"http://vocab.getty.edu/tgn/7257122"
"382","buiten schoonhoven","Gemeente Schoonhoven","1581","1581","51.95","4.85","ZH","1",,
"383","buitenepost","Buitenpost","1647","1647","53.25","6.15","FR","1",,"http://vocab.getty.edu/tgn/1047686"
"384","Bukesloot in Waterlandt","Buiksloot","1589","1589","52.4","4.9166667","NH","1",,"http://vocab.getty.edu/tgn/7262592"
"385","Bunschoten","Bunschoten","1486","1642","52.2333333","5.3833333","UT","7",,"http://vocab.getty.edu/tgn/1047689"
"386","Burematzel","Buurmalsen","1646","1646","51.9","5.3","GE","1",,"http://vocab.getty.edu/tgn/4002027"
"387","buurschap borgel","Borgele","1637","1637","52.2666667","6.15","OV","1","http://sws.geonames.org/2758623",
"388","buurschap van twickel","Twickel","1487","1487","52.2666667","6.7166667","OV","1",,
"389","Buyckesloot","Buiksloot","1591","1594","52.4","4.9166667","NH","2",,"http://vocab.getty.edu/tgn/7262592"
"390","buydel in brabant","Budel","1592","1592","51.2666667","5.5833333","NB","1",,"http://vocab.getty.edu/tgn/1047684"
"391","Buyl","Budel","1549","1549","51.2666667","5.5833333","NB","1",,"http://vocab.getty.edu/tgn/1047684"
"392","buyl meierij den bosch","Budel","1651","1651","51.2666667","5.5833333","NB","2",,"http://vocab.getty.edu/tgn/1047684"
"393","Buytepost","Buitenpost","1587","1587","53.25","6.15","FR","1",,"http://vocab.getty.edu/tgn/1047686"
"394","cadijck","Kadijk","1555","1555","51.95","4.7833333","ZH","1",,"http://vocab.getty.edu/tgn/7263853"
"395","cadsant in vlaenderen","Cadzand","1653","1653","51.3666667","3.4166667","ZE","1",,"http://vocab.getty.edu/tgn/1047691"
"396","caedum","Koudum","1638","1638","52.9166667","5.45","FR","1",,"http://vocab.getty.edu/tgn/7264378"
"397","caegh","Kaag","1585","1585","52.2166667","4.55","ZH","1",,"http://vocab.getty.edu/tgn/7263874"
"398","calff, van't","Het Kalf","1646","1646","52.4666667","4.8333333","NH","1",,"http://vocab.getty.edu/tgn/7266621"
"399","calslagh","Kalslagen","1642","1642","52.2333333","4.7333333","NH","1",,"http://vocab.getty.edu/tgn/7264038"
"400","Calverdijck","Kalverdijk","1594","1594","52.7333333","4.7666667","NH","1",,"http://vocab.getty.edu/tgn/7264035"
"401","Campen","Kampen","1486","1654","52.55","5.9166667","OV","87",,"http://vocab.getty.edu/tgn/7006948"
"402","campen vut nootbevelandt","Kampen","1537","1537","51.35","3.9666667","ZE","1",,"http://vocab.getty.edu/tgn/7264023"
"403","camper eylandt","Kampereiland","1593","1593","52.6","5.8833333","OV","1",,
"404","capelle by rotterdam","Capelle aan den IJssel","1586","1586","51.9333333","4.5833333","ZH","1",,"http://vocab.getty.edu/tgn/1047693"
"405","capelle in tlandt vande goes","Kapelle","1595","1595","51.65","3.9666667","ZE","1",,"http://vocab.getty.edu/tgn/7264203"
"406","cappelle in langestraat","Sprang-Capelle","1594","1594","51.6666667","5.05","NB","2","http://sws.geonames.org/2746903",
"407","cappelle int lant vander goes","Kapelle","1650","1650","51.65","3.9666667","ZE","1",,"http://vocab.getty.edu/tgn/7264203"
"408","cappelle vuyt duvelant","Looperskapelle","1584","1584","51.7333333","3.8666667","ZE","1",,"http://vocab.getty.edu/tgn/7265049"
