"id","geb_plaats_bron","geb_plaats_huidig","eerste_jaar","laatste_jaar","lat","lon","adm1","aantal","gn_uri","tgn_uri"
"1238","Koedijck","Koedijk","1641","1641","52.6666667","4.75","NH","1",,"http://vocab.getty.edu/tgn/7266958"
"1239","koedijk","Koedijk","1546","1593","52.6666667","4.75","NH","11",,"http://vocab.getty.edu/tgn/7266958"
"1240","Koeverden","Koevorden","1645","1645","52.6666667","6.75","DR","1",,"http://vocab.getty.edu/tgn/7006953"
"1241","kokkene","Kockengen","1547","1547","52.15","4.95","UT","1",,"http://vocab.getty.edu/tgn/7029525"
"1242","Kolesplaetse","Colijnsplaat","1642","1642","51.6","3.85","ZE","1",,"http://vocab.getty.edu/tgn/1047697"
"1243","kollum in friesland","Kollum","1590","1590","53.2833333","6.15","FR","1",,"http://vocab.getty.edu/tgn/1047889"
"1244","Kooltiensplaet","Colijnsplaat","1649","1649","51.6","3.85","ZE","1",,"http://vocab.getty.edu/tgn/1047697"
"1245","korte linschoten","Linschoten","1638","1638","52.0666667","4.9166667","UT","1",,"http://vocab.getty.edu/tgn/7264604"
"1246","kortrijk opten ryn","Kortrijk","1591","1591","52.15","4.9833333","UT","1",,"http://vocab.getty.edu/tgn/7264189"
"1247","Koudekerck","Koudekerk aan den Rijn","1650","1650","52.1333333","4.6","ZH","1",,"http://vocab.getty.edu/tgn/7264388"
"1248","Koudum","Koudum","1643","1650","52.9166667","5.45","FR","3",,"http://vocab.getty.edu/tgn/7264378"
"1249","koukercke","Koudekerke","1493","1493","51.4833333","3.55","ZE","1",,"http://vocab.getty.edu/tgn/7264385"
"1250","Kouveren","Coevorden","1643","1643","52.6666667","6.75","DR","1",,"http://vocab.getty.edu/tgn/7006953"
"1251","krabbedam","Krabbendam","1586","1586","52.7333333","4.7","NH","1",,"http://vocab.getty.edu/tgn/7264559"
"1252","krimpen","Krimpen aan de Lek","1588","1588","51.9","4.6333333","ZH","1","http://sws.geonames.org/2752267",
"1253","kruijninghe","Kruiningen","1653","1653","51.45","4.0333333","ZE","1",,"http://vocab.getty.edu/tgn/1047896"
"1254","kueck","Cuijk","1495","1495","51.7333333","5.9166667","NB","1","http://sws.geonames.org/2757874",
"1255","kuenre","Kuinre","1494","1500","52.7833333","5.8333333","OV","2",,"http://vocab.getty.edu/tgn/1047898"
"1256","kuinder","Kuinre","1595","1595","52.7833333","5.8333333","OV","1",,"http://vocab.getty.edu/tgn/1047898"
"1257","Kukerken","Koudekerk aan den Rijn","1647","1647","52.1333333","4.6","ZH","1",,"http://vocab.getty.edu/tgn/7264388"
"1258","kuyck","Cuijk","1442","1442","51.7333333","5.9166667","NB","1","http://sws.geonames.org/2757874",
"1259","Kuylenburgh","Culemborg","1647","1647","51.95","5.2333333","GE","1",,"http://vocab.getty.edu/tgn/7006872"
"1260","kwakelbrug","Provincie Noord-Holland","1551","1551","52.5833333","4.9166667","NH","1",,
"1261","kynckelbach","Kinkelenburg","1553","1553","51.8833333","5.9","GE","1",,
"1262","kynder","Kuinre","1593","1593","52.7833333","5.8333333","OV","1",,"http://vocab.getty.edu/tgn/1047898"
"1263","kyns","Keinse","1552","1552","52.8","4.8","NH","1",,"http://vocab.getty.edu/tgn/7264460"
"1264","La Muyden","Leimuiden","1646","1646","52.2166667","4.6666667","ZH","1",,"http://vocab.getty.edu/tgn/7263889"
"1265","lage mierde","Lage Mierde","1646","1646","51.4","5.15","NB","1",,"http://vocab.getty.edu/tgn/7265713"
"1266","lagedijk","Lagedijk","1541","1544","52.8","4.7833333","NH","2",,"http://vocab.getty.edu/tgn/7265735"
"1267","lamerscacghe","Lambertschaag","1549","1549","52.75","5.0166667","NH","1",,"http://vocab.getty.edu/tgn/7265685"
"1268","lammen by .leyn","Leimuiden","1584","1584","52.2166667","4.6666667","ZH","1",,"http://vocab.getty.edu/tgn/7263889"
"1269","Lamuijden","Leimuiden","1643","1643","52.2166667","4.6666667","ZH","1",,"http://vocab.getty.edu/tgn/7263889"
"1270","Lamuyden","Leimuiden","1641","1646","52.2166667","4.6666667","ZH","2",,"http://vocab.getty.edu/tgn/7263889"
"1271","lanckhorst","Lankhorst","1584","1584","52.6833333","6.2333333","OV","1",,"http://vocab.getty.edu/tgn/7267020"
"1272","land van breda","Breda (omgeving)","1545","1594","51.5833333","4.7666667","NB","2",,
"1273","land van goes","Gemeente Goes","1600","1600","51.5333333","3.8","ZE","1",,
"1274","land van groningen","Provincie Groningen","1585","1585","53.25","6.75","GR","1",,
"1275","land van tholen","Tholen","1644","1644","51.5833333","4.1","ZE","1",,
"1276","land van valkenburg van maastricht","Land van Valkenburg","1585","1585","50.85","5.8166667","LI","1",,
"1277","land vander goes","Gemeente Goes","1584","1584","51.5333333","3.8","ZE","1",,
"1278","lande van kessell","Gemeente Kessel","1486","1486","51.2833333","6.05","LI","1",,
"1279","landsmeer","Landsmeer","1588","1588","52.4333333","4.9166667","NH","1",,"http://vocab.getty.edu/tgn/1047900"
"1280","lange weyde","Langeweide","1644","1644","52.05","4.8","ZH","1",,"http://vocab.getty.edu/tgn/7267038"
"1281","lange wije","Langeweide","1587","1587","52.05","4.8","ZH","1",,"http://vocab.getty.edu/tgn/7267038"
"1282","langedijk","Langedijk","1538","1595","52.7","4.8166667","NH","23",,"http://vocab.getty.edu/tgn/7265867"
"1283","langedyck by alkemair in hollant","Langedijk","1500","1500","52.7","4.8166667","NH","1",,"http://vocab.getty.edu/tgn/7265867"
"1284","langedyck vut holland","Langedijk","1491","1491","52.7","4.8166667","NH","1",,"http://vocab.getty.edu/tgn/7265867"
"1285","langelaar","Langelaar","1600","1600","52.1","5.5166667","GE","1",,"http://vocab.getty.edu/tgn/7265981"
"1286","langelinschoten","Linschoten","1638","1650","52.0666667","4.9166667","UT","4",,"http://vocab.getty.edu/tgn/7264604"
"1287","Langendijck","Langedijk","1544","1646","52.7","4.8166667","NH","3",,"http://vocab.getty.edu/tgn/7265867"
"1288","langendijk beneden alkmaar","Langedijk","1583","1583","52.7","4.8166667","NH","1",,"http://vocab.getty.edu/tgn/7265867"
"1289","langeraar","Langeraar","1649","1649","52.2","4.7166667","ZH","1",,"http://vocab.getty.edu/tgn/7267064"
"1290","Langeraer","Langeraar","1641","1642","52.2","4.7166667","ZH","2",,"http://vocab.getty.edu/tgn/7267064"
"1291","langeweer","Langweer","1648","1648","52.9666667","5.7166667","FR","1",,"http://vocab.getty.edu/tgn/7006993"
"1292","langwaer","Langweer","1637","1637","52.9666667","5.7166667","FR","1",,"http://vocab.getty.edu/tgn/7006993"
"1293","Langweer","Langweer","1591","1642","52.9666667","5.7166667","FR","2",,"http://vocab.getty.edu/tgn/7006993"
"1294","Lansmaer","Landsmeer","1554","1554","52.4333333","4.9166667","NH","1",,"http://vocab.getty.edu/tgn/1047900"
"1295","Lansmoer","Landsmeer","1592","1592","52.4333333","4.9166667","NH","1",,"http://vocab.getty.edu/tgn/1047900"
"1296","lant van delft","Delfland","1652","1652","51.9666667","4.3333333","ZH","1",,
"1297","lantsmeer","Landsmeer","1647","1647","52.4333333","4.9166667","NH","1",,"http://vocab.getty.edu/tgn/1047900"
"1298","Laren in 't Graeffschap van Sutfen","Laren","1648","1648","52.2","6.3666667","GE","1",,"http://vocab.getty.edu/tgn/7263457"
"1299","leccum","Lekkum","1639","1639","53.2333333","5.8166667","FR","1",,"http://vocab.getty.edu/tgn/7264008"
"1300","lecksmondt","Lexmond","1645","1645","51.9666667","5.0333333","ZH","1",,"http://vocab.getty.edu/tgn/7264149"
"1301","leeck","Leek","1589","1589","53.1666667","6.3833333","GR","1",,"http://vocab.getty.edu/tgn/7006987"
"1302","leegemier","Legemeer","1650","1650","52.9333333","5.7333333","FR","1",,"http://vocab.getty.edu/tgn/7263707"
"1303","leemwaerden","Leeuwarden","1593","1593","53.2","5.7833333","FR","1",,"http://vocab.getty.edu/tgn/7007006"
"1304","leen","Leens","1638","1638","53.3666667","6.3833333","GR","1",,"http://vocab.getty.edu/tgn/7263738"
"1305","leende","Leende","1541","1549","51.35","5.55","NB","2",,"http://vocab.getty.edu/tgn/1047904"
"1306","leende bij heeze","Leende","1549","1549","51.35","5.55","NB","1",,"http://vocab.getty.edu/tgn/1047904"
"1307","leende in de kempen","Leende","1590","1590","51.35","5.55","NB","1",,"http://vocab.getty.edu/tgn/1047904"
"1308","Leendt","Leende","1589","1589","51.35","5.55","NB","1",,"http://vocab.getty.edu/tgn/1047904"
"1309","leent","Leende","1544","1544","51.35","5.55","NB","1",,"http://vocab.getty.edu/tgn/1047904"
"1310","leent in meiereij van bos","Leende","1636","1636","51.35","5.55","NB","1",,"http://vocab.getty.edu/tgn/1047904"
"1311","leenwaerden","Leeuwarden","1589","1600","53.2","5.7833333","FR","22",,"http://vocab.getty.edu/tgn/7007006"
"1312","leenwarden","Leeuwarden","1597","1597","53.2","5.7833333","FR","1",,"http://vocab.getty.edu/tgn/7007006"
"1313","leenwerden","Leeuwarden","1589","1593","53.2","5.7833333","FR","5",,"http://vocab.getty.edu/tgn/7007006"
"1314","Leerdam","Leerdam","1588","1648","51.8833333","5.1","ZH","3",,"http://vocab.getty.edu/tgn/7006806"
"1315","leesten","Leesten","1498","1498","52.1333333","6.2333333","GE","1",,"http://vocab.getty.edu/tgn/7263718"
"1316","leeuwaerden","Leeuwarden","1547","1646","53.2","5.7833333","FR","5",,"http://vocab.getty.edu/tgn/7007006"
"1317","Leeuwarden","Leeuwarden","1542","1655","53.2","5.7833333","FR","24",,"http://vocab.getty.edu/tgn/7007006"
"1318","leeuwarden in vrieslant","Leeuwarden","1636","1636","53.2","5.7833333","FR","1",,"http://vocab.getty.edu/tgn/7007006"
"1319","Leeuwerden","Leeuwarden","1546","1655","53.2","5.7833333","FR","17",,"http://vocab.getty.edu/tgn/7007006"
"1320","Leeuwerden in Vrieslant","Leeuwarden","1644","1644","53.2","5.7833333","FR","1",,"http://vocab.getty.edu/tgn/7007006"
"1321","leewarden","Leeuwarden","1636","1637","53.2","5.7833333","FR","2",,"http://vocab.getty.edu/tgn/7007006"
"1322","leiden","Leiden","1537","1654","52.15","4.5","ZH","85",,"http://vocab.getty.edu/tgn/7006809"
"1323","leiderdorp","Leiderdorp","1543","1593","52.15","4.5333333","ZH","3",,"http://vocab.getty.edu/tgn/1047909"
"1324","leidsendam","Leidschendam","1637","1637","52.0833333","4.4","ZH","1",,"http://vocab.getty.edu/tgn/1047910"
"1325","leijden","Leiden","1636","1636","52.15","4.5","ZH","1",,"http://vocab.getty.edu/tgn/7006809"
"1326","leije","Leiden","1640","1640","52.15","4.5","ZH","1",,"http://vocab.getty.edu/tgn/7006809"
"1327","lekerke","Lekkerkerk","1637","1637","51.9","4.6833333","ZH","1",,"http://vocab.getty.edu/tgn/7263883"
"1328","lemel","Lemel","1553","1553","51.3833333","5.25","NB","1",,"http://vocab.getty.edu/tgn/7264002"
"1329","lemer","Lemmer","1593","1593","52.85","5.7166667","FR","1",,"http://vocab.getty.edu/tgn/1047913"
"1330","lemmer","Lemmer","1599","1642","52.85","5.7166667","FR","2",,"http://vocab.getty.edu/tgn/1047913"
"1331","Lemuyden","Leimuiden","1643","1644","52.2166667","4.6666667","ZH","2",,"http://vocab.getty.edu/tgn/7263889"
"1332","lent","Lent","1437","1437","51.8666667","5.8666667","GE","1",,"http://vocab.getty.edu/tgn/7263981"
"1333","Lent in de Peel","Lent","1549","1549","51.8666667","5.8666667","GE","1",,"http://vocab.getty.edu/tgn/7263981"
"1334","lenth","Lent","1389","1555","51.8666667","5.8666667","GE","6",,"http://vocab.getty.edu/tgn/7263981"
"1335","lepenhuisen","Lippenhuizen","1588","1588","53.0166667","6.1","FR","1",,"http://vocab.getty.edu/tgn/7264594"
"1336","lettele","Lettele","1593","1637","52.2833333","6.2666667","OV","2",,"http://vocab.getty.edu/tgn/7264184"
"1337","Leuningen","Leunen","1646","1646","51.5166667","5.9833333","LI","1",,"http://vocab.getty.edu/tgn/7264178"
"1338","leur","Nederland","1589","1599","52.5","5.75","NL","4",,
"1339","leure","Nederland","1599","1599","52.5","5.75","NL","1",,
"1340","leusbroek","Leusbroek","1600","1600","52.1166667","5.4","UT","1",,
"1341","leusden","Leusden","1586","1598","52.1166667","5.4","UT","3",,"http://vocab.getty.edu/tgn/7267170"
"1342","leuwarden","Leeuwarden","1588","1655","53.2","5.7833333","FR","13",,"http://vocab.getty.edu/tgn/7007006"
"1343","Leuwerden","Leeuwarden","1543","1543","53.2","5.7833333","FR","1",,"http://vocab.getty.edu/tgn/7007006"
"1344","lewarden","Leeuwarden","1644","1648","53.2","5.7833333","FR","2",,"http://vocab.getty.edu/tgn/7007006"
"1345","lexmonde","Lexmond","1637","1640","51.9666667","5.0333333","ZH","2",,"http://vocab.getty.edu/tgn/7264149"
"1346","Leyden","Leiden","1493","1651","52.15","4.5","ZH","32",,"http://vocab.getty.edu/tgn/7006809"
"1347","leydtsendam","Leidschendam","1637","1637","52.0833333","4.4","ZH","1",,"http://vocab.getty.edu/tgn/1047910"
"1348","Leyen","Leiden","1499","1588","52.15","4.5","ZH","8",,"http://vocab.getty.edu/tgn/7006809"
"1349","leyendorp","Leiderdorp","1552","1552","52.15","4.5333333","ZH","1",,"http://vocab.getty.edu/tgn/1047909"
"1350","lichtevuerde","Lichtenvoorde","1548","1548","51.9833333","6.5666667","GE","1",,"http://vocab.getty.edu/tgn/1047915"
"1351","lienwaeren","Leeuwarden","1588","1588","53.2","5.7833333","FR","1",,"http://vocab.getty.edu/tgn/7007006"
"1352","lieous","Lions","1647","1647","53.15","5.6833333","FR","1",,"http://vocab.getty.edu/tgn/7264596"
"1353","lieshout","Lieshout","1639","1639","51.5166667","5.6","NB","1",,"http://vocab.getty.edu/tgn/1047916"
"1354","Lieuwaerden","Leeuwarden","1646","1646","53.2","5.7833333","FR","1",,"http://vocab.getty.edu/tgn/7007006"
"1355","lieve vrouwen parochie","Vrouwenparochie","1639","1639","53.2833333","5.7","FR","1",,"http://vocab.getty.edu/tgn/7272780"
"1356","liewerden","Leeuwarden","1639","1639","53.2","5.7833333","FR","1",,"http://vocab.getty.edu/tgn/7007006"
"1357","lijeffevrouwenkerke","Vrouwenparochie","1640","1640","53.2833333","5.7","FR","1",,"http://vocab.getty.edu/tgn/7272780"
"1358","limmen","Limmen","1541","1594","52.5666667","4.6833333","NH","8",,"http://vocab.getty.edu/tgn/1047917"
"1359","Lin","Linne","1646","1646","51.15","5.9333333","LI","1",,"http://vocab.getty.edu/tgn/1047918"
"1360","linschoten","Linschoten","1597","1597","52.0666667","4.9166667","UT","1",,"http://vocab.getty.edu/tgn/7264604"
"1361","lippenhuijsen","Lippenhuizen","1638","1638","53.0166667","6.1","FR","1",,"http://vocab.getty.edu/tgn/7264594"
"1362","Lis","Lisse","1595","1595","52.25","4.5666667","ZH","1",,"http://vocab.getty.edu/tgn/1047919"
"1363","lisse","Lisse","1593","1643","52.25","4.5666667","ZH","2",,"http://vocab.getty.edu/tgn/1047919"
"1364","lissen","Lisse","1539","1539","52.25","4.5666667","ZH","2",,"http://vocab.getty.edu/tgn/1047919"
"1365","lith","Lith","1499","1499","51.8","5.4333333","NB","1",,"http://vocab.getty.edu/tgn/7264714"
"1366","lobik buiten schoonhoven","Lopik","1647","1647","51.9833333","4.95","UT","1",,"http://vocab.getty.edu/tgn/1047923"
"1367","lobith","Lobith","1651","1651","51.8666667","6.1166667","GE","1",,"http://vocab.getty.edu/tgn/7029961"
"1368","locchum","Lochem","1545","1545","52.1666667","6.4166667","GE","1",,"http://vocab.getty.edu/tgn/1047920"
"1369","lochem","Lochem","1494","1595","52.1666667","6.4166667","GE","9",,"http://vocab.getty.edu/tgn/1047920"
"1370","lochemsen","Lochem","1490","1490","52.1666667","6.4166667","GE","1",,"http://vocab.getty.edu/tgn/1047920"
"1371","lochen","Lochem","1490","1490","52.1666667","6.4166667","GE","1",,"http://vocab.getty.edu/tgn/1047920"
"1372","lochum","Lochem","1537","1642","52.1666667","6.4166667","GE","9",,"http://vocab.getty.edu/tgn/1047920"
"1373","lodyck","Lodijke","1555","1555","51.5","4.1166667","ZE","1",,
"1374","loechum","Lochem","1553","1554","52.1666667","6.4166667","GE","2",,"http://vocab.getty.edu/tgn/1047920"
"1375","Loesdrecht","Loosdrecht","1589","1589","52.2166667","5.0666667","UT","1",,"http://vocab.getty.edu/tgn/4006564"
"1376","loijnge","Loënga","1651","1651","53.05","5.6833333","FR","1","http://sws.geonames.org/2751515",
"1377","loinga","Loënga","1646","1651","53.05","5.6833333","FR","3","http://sws.geonames.org/2751515",
"1378","loinge","Loënga","1648","1648","53.05","5.6833333","FR","1","http://sws.geonames.org/2751515",
"1379","loon","Loon","1540","1655","51.4333333","5.8166667","NB","8",,"http://vocab.getty.edu/tgn/7265059"
"1380","loon op sant","Loon op Zand","1640","1640","51.6333333","5.0833333","NB","1",,"http://vocab.getty.edu/tgn/1047922"
"1381","loosdrecht","Loosdrecht","1592","1592","52.2166667","5.0666667","UT","1",,"http://vocab.getty.edu/tgn/4006564"
"1382","lopick","Lopik","1583","1645","51.9833333","4.95","UT","4",,"http://vocab.getty.edu/tgn/1047923"
"1383","loppersum in groningerland","Loppersum","1637","1637","53.3333333","6.75","GR","1",,"http://vocab.getty.edu/tgn/1047924"
"1384","loreweert","Jorwerd","1389","1389","53.15","5.7166667","FR","1",,"http://vocab.getty.edu/tgn/7263685"
"1385","lornjum","Kornjum","1655","1655","53.25","5.7833333","FR","1",,"http://vocab.getty.edu/tgn/7262872"
"1386","lothem","Lottum","1586","1586","51.4666667","6.1666667","LI","1",,"http://vocab.getty.edu/tgn/7265237"
"1387","lotthem","Lottum","1588","1588","51.4666667","6.1666667","LI","1",,"http://vocab.getty.edu/tgn/7265237"
"1388","Louvesteyn","Slot Loevestein","1648","1648","51.8166667","5.0166667","GE","1",,
"1389","lovenem","Provincie Noord-Brabant","1497","1497","51.6666667","5","NB","1",,
"1390","loyngae","Loënga","1592","1592","53.05","5.6833333","FR","1","http://sws.geonames.org/2751515",
"1391","luer","Nederland","1584","1584","52.5","5.75","NL","1",,
"1392","luer, vanden","Nederland","1583","1583","52.5","5.75","NL","1",,
"1393","luer, vander","Nederland","1583","1583","52.5","5.75","NL","6",,
"1394","luijcksgestell","Luijksgestel","1583","1583","51.2833333","5.3166667","NB","1",,"http://vocab.getty.edu/tgn/7265505"
"1395","luiks gestel","Luiksgestel","1549","1549","51.2833333","5.3166667","NB","1",,"http://vocab.getty.edu/tgn/7265505"
"1396","luisfens bij aemnium","Lioessens","1641","1641","53.3833333","6.0833333","FR","1",,"http://vocab.getty.edu/tgn/7264597"
"1397","lunter","Lunteren","1584","1596","52.0833333","5.6166667","GE","5",,"http://vocab.getty.edu/tgn/1047926"
"1398","lunteren","Lunteren","1584","1584","52.0833333","5.6166667","GE","1",,"http://vocab.getty.edu/tgn/1047926"
"1399","lutckewyrum","Lutkewierum","1599","1599","53.1","5.6666667","FR","1",,"http://vocab.getty.edu/tgn/7265523"
"1400","lutjebroek","Lutjebroek","1542","1647","52.7","5.2","NH","3",,"http://vocab.getty.edu/tgn/7265322"
"1401","lutke wyens","Lutkewierum","1596","1596","53.1","5.6666667","FR","1",,"http://vocab.getty.edu/tgn/7265523"
"1402","lutke wyrnd","Lutkewierum","1586","1586","53.1","5.6666667","FR","2",,"http://vocab.getty.edu/tgn/7265523"
"1403","lutke wyrns","Lutkewierum","1590","1590","53.1","5.6666667","FR","1",,"http://vocab.getty.edu/tgn/7265523"
"1404","lutke wyrum","Lutkewierum","1590","1590","53.1","5.6666667","FR","1",,"http://vocab.getty.edu/tgn/7265523"
"1405","lutkerwierum","Lutkewierum","1637","1637","53.1","5.6666667","FR","1",,"http://vocab.getty.edu/tgn/7265523"
"1406","lutkewieren","Lutkewierum","1647","1647","53.1","5.6666667","FR","1",,"http://vocab.getty.edu/tgn/7265523"
"1407","lutkewijrns","Lutkewierum","1596","1596","53.1","5.6666667","FR","1",,"http://vocab.getty.edu/tgn/7265523"
"1408","luttenbergh","Luttenberg","1646","1646","52.4","6.3666667","OV","1",,"http://vocab.getty.edu/tgn/7265516"
"1409","Lydt bij 's Hartogenbosch","Lith","1542","1542","51.8","5.4333333","NB","1",,"http://vocab.getty.edu/tgn/7264714"
"1410","lynden","Lijnden","1487","1494","51.9166667","5.8166667","GE","2",,"http://vocab.getty.edu/tgn/7264433"
"1411","lynt","Lent","1502","1502","51.8666667","5.8666667","GE","1",,"http://vocab.getty.edu/tgn/7263981"
"1412","maarsenveen bij utrecht","Maarssen","1637","1637","52.15","5.05","UT","1",,"http://vocab.getty.edu/tgn/1047927"
"1413","maarssen","Maarssen","1600","1600","52.15","5.05","UT","1",,"http://vocab.getty.edu/tgn/1047927"
"1414","maasland","Maasland","1540","1587","51.9333333","4.2666667","ZH","2",,"http://vocab.getty.edu/tgn/7265790"
"1415","maaslandersluis","Maassluis","1585","1585","51.9166667","4.2666667","ZH","1",,"http://vocab.getty.edu/tgn/7006793"
"1416","maassluis","Maassluis","1645","1645","51.9166667","4.2666667","ZH","1",,"http://vocab.getty.edu/tgn/7006793"
"1417","maastricht","Maastricht","1537","1645","50.85","5.6833333","LI","41",,"http://vocab.getty.edu/tgn/7006862"
"1418","maccum","Makkum","1644","1644","53.05","5.4","FR","1",,"http://vocab.getty.edu/tgn/1047934"
"1419","mackum","Makkum","1595","1648","53.05","5.4","FR","3",,"http://vocab.getty.edu/tgn/1047934"
"1420","Mackum in Vrieslant","Makkum","1643","1643","53.05","5.4","FR","1",,"http://vocab.getty.edu/tgn/1047934"
"1421","maeldwijk","Naaldwijk","1593","1593","52","4.2","ZH","1",,"http://vocab.getty.edu/tgn/7006807"
"1422","maerlant","Maarland","1650","1650","50.8","5.7166667","LI","1",,"http://vocab.getty.edu/tgn/7265608"
"1423","maerssesche","Maarheeze","1549","1549","51.3166667","5.6","NB","1",,"http://vocab.getty.edu/tgn/7265484"
"1424","maes en wael","Land van Maas en Waal","1586","1586","51.8333333","5.5","GE","1",,
"1425","maesboemmel","Maasbommel","1554","1554","51.8166667","5.5333333","GE","1",,"http://vocab.getty.edu/tgn/7265678"
"1426","maesbommel","Maasbommel","1637","1645","51.8166667","5.5333333","GE","2",,"http://vocab.getty.edu/tgn/7265678"
"1427","maesheze","Maashees","1399","1400","51.5666667","6.0333333","NB","2",,"http://vocab.getty.edu/tgn/7265793"
"1428","maesland","Maasland","1542","1648","51.9333333","4.2666667","ZH","3",,"http://vocab.getty.edu/tgn/7265790"
"1429","maeslt","Maasland","1592","1592","51.9333333","4.2666667","ZH","1",,"http://vocab.getty.edu/tgn/7265790"
"1430","maess ende wael","Land van Maas en Waal","1541","1541","51.8333333","5.5","GE","1",,
"1431","maestrecht","Maastricht","1495","1495","50.85","5.6833333","LI","1",,"http://vocab.getty.edu/tgn/7006862"
"1432","Maestricht","Maastricht","1537","1641","50.85","5.6833333","LI","14",,"http://vocab.getty.edu/tgn/7006862"
"1433","maestricht,thorn","Maastricht","1646","1646","50.85","5.6833333","LI","1",,"http://vocab.getty.edu/tgn/7006862"
"1434","malden","Malden","1398","1400","51.7833333","5.85","GE","2",,"http://vocab.getty.edu/tgn/4006825"
"1435","mantgem","Mantgum","1590","1590","53.1333333","5.7166667","FR","1",,"http://vocab.getty.edu/tgn/7266057"
"1436","mantgum","Mantgum","1644","1644","53.1333333","5.7166667","FR","1",,"http://vocab.getty.edu/tgn/7266057"
"1437","mantzum","Mantgum","1644","1644","53.1333333","5.7166667","FR","1",,"http://vocab.getty.edu/tgn/7266057"
"1438","marckel","Markelo","1498","1653","52.2333333","6.5","OV","7",,"http://vocab.getty.edu/tgn/7006936"
"1439","marckell","Markelo","1488","1594","52.2333333","6.5","OV","4",,"http://vocab.getty.edu/tgn/7006936"
"1440","marckeloss","Markelo","1644","1644","52.2333333","6.5","OV","1",,"http://vocab.getty.edu/tgn/7006936"
"1441","Marcken","Marken","1541","1643","52.4666667","5.1","NH","2",,"http://vocab.getty.edu/tgn/4006946"
"1442","mares in brabant","Meierij van 's-Hertogenbosch","1594","1594","51.5833333","5.3333333","NB","1",,
"1443","maris meiereij den bosch","Meierij van 's-Hertogenbosch","1649","1649","51.5833333","5.3333333","NB","1",,
"1444","markell","Markelo","1537","1537","52.2333333","6.5","OV","1",,"http://vocab.getty.edu/tgn/7006936"
"1445","markelo","Markelo","1538","1538","52.2333333","6.5","OV","1",,"http://vocab.getty.edu/tgn/7006936"
"1446","marken, van","Marken","1596","1596","52.4666667","5.1","NH","1",,"http://vocab.getty.edu/tgn/4006946"
"1447","marrum","Marrum","1641","1641","53.3333333","5.8","FR","1",,"http://vocab.getty.edu/tgn/7269664"
"1448","marshum","Marssum","1590","1590","53.2166667","5.7333333","FR","1",,"http://vocab.getty.edu/tgn/1047937"
"1449","marsum","Marssum","1594","1598","53.2166667","5.7333333","FR","3",,"http://vocab.getty.edu/tgn/1047937"
"1450","masees","Maashees","1543","1543","51.5666667","6.0333333","NB","1",,"http://vocab.getty.edu/tgn/7265793"
"1451","mastricht","Maastricht","1541","1588","50.85","5.6833333","LI","4",,"http://vocab.getty.edu/tgn/7006862"
"1452","maurick","Maurik","1593","1593","51.9666667","5.4166667","GE","1",,"http://vocab.getty.edu/tgn/7269749"
"1453","mazland","Maasland","1543","1553","51.9333333","4.2666667","ZH","2",,"http://vocab.getty.edu/tgn/7265790"
"1454","mazlandt","Maasland","1552","1552","51.9333333","4.2666667","ZH","1",,"http://vocab.getty.edu/tgn/7265790"
"1455","Medeblick","Medemblik","1643","1643","52.7666667","5.1","NH","1",,"http://vocab.getty.edu/tgn/7007065"
"1456","medemblik","Medemblik","1544","1589","52.7666667","5.1","NH","3",,"http://vocab.getty.edu/tgn/7007065"
"1457","Medenblick","Medemblik","1643","1649","52.7666667","5.1","NH","4",,"http://vocab.getty.edu/tgn/7007065"
"1458","Medenblyck","Medemblik","1552","1553","52.7666667","5.1","NH","2",,"http://vocab.getty.edu/tgn/7007065"
"1459","meer cappelle","Moerkapelle","1650","1650","52.05","4.5833333","ZH","1",,"http://vocab.getty.edu/tgn/7269922"
"1460","meerkerck","Meerkerk","1637","1637","51.9166667","5","ZH","1",,"http://vocab.getty.edu/tgn/1047940"
"1461","meerlant","Meerland","1585","1593","53.1833333","7.05","GR","2",,"http://vocab.getty.edu/tgn/7269622"
"1462","meersen","Meerssen","1645","1645","50.8833333","5.75","LI","1",,"http://vocab.getty.edu/tgn/1047941"
"1463","meervelt","Meerveld","1448","1593","52.2333333","5.7666667","GE","2",,"http://vocab.getty.edu/tgn/7269609"
"1464","meestricht","Maastricht","1536","1536","50.85","5.6833333","LI","1",,"http://vocab.getty.edu/tgn/7006862"
"1465","meeuwen uit land van heusden","Meeuwen","1592","1592","51.7333333","5.0166667","NB","1",,"http://vocab.getty.edu/tgn/7269741"
"1466","megem","Megen","1545","1545","51.8166667","5.5666667","NB","1",,"http://vocab.getty.edu/tgn/5003275"
"1467","Megen","Megen","1393","1595","51.8166667","5.5666667","NB","2",,"http://vocab.getty.edu/tgn/5003275"
"1468","meghen","Megen","1386","1404","51.8166667","5.5666667","NB","3",,"http://vocab.getty.edu/tgn/5003275"
"1469","meiereij den bosch","Meierij van 's-Hertogenbosch","1651","1651","51.5833333","5.3333333","NB","1",,
"1470","meierij den bosch","Meierij van 's-Hertogenbosch","1591","1642","51.5833333","5.3333333","NB","2",,
"1471","meijel","Meijel","1653","1653","51.35","5.8833333","LI","1",,"http://vocab.getty.edu/tgn/1047942"
"1472","Memelich","Medemblik","1587","1587","52.7666667","5.1","NH","1",,"http://vocab.getty.edu/tgn/7007065"
"1473","Memelick","Medemblik","1593","1593","52.7666667","5.1","NH","1",,"http://vocab.getty.edu/tgn/7007065"
