"id","kloeke_nieuw","kloeke_uri","naam","kloeke_oud","sameConceptAs","ligt_in_uri","lat","lon"
"4272","Q112z","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q112z","Ten Esschen","Q 112z","http://sws.geonames.org/2746489","http://vocab.getty.edu/tgn/7003622","50.8759544984","5.94614225099"
"4273","Q113a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q113a","Welten","Q 113a","http://sws.geonames.org/2744843","http://vocab.getty.edu/tgn/7003622","50.8801722585","5.97476693462"
"4274","Q113b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q113b","Benzenrade","Q 113b","http://sws.geonames.org/2759174","http://vocab.getty.edu/tgn/7003622","50.8645727714","5.97900063095"
"4275","Q113c","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q113c","Vrusschemig","Q 113c",,"http://vocab.getty.edu/tgn/7003622","50.8775651305","5.99739553147"
"4276","Q113d","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q113d","Palemig","Q 113d",,"http://vocab.getty.edu/tgn/7003622","50.9096652253","5.99732137706"
"4277","Q113n","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q113n","Heerlerbaan","Q 113cz",,"http://vocab.getty.edu/tgn/7003622","50.8719302775","6.00225083164"
"4278","Q113p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q113p","Heerlen","Q 113","http://sws.geonames.org/2754652","http://vocab.getty.edu/tgn/7003622","50.8978546921","5.99027173508"
"4279","Q114p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q114p","Oud-Valkenburg","Q 114","http://sws.geonames.org/2748897","http://vocab.getty.edu/tgn/7003622","50.8591898819","5.8617206522"
"4280","Q115p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q115p","Schin op Geul","Q 115","http://sws.geonames.org/2747551","http://vocab.getty.edu/tgn/7003622","50.8600421603","5.88142820896"
"4281","Q116p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q116p","Simpelveld","Q 116","http://sws.geonames.org/2747312","http://vocab.getty.edu/tgn/7003622","50.8445484306","5.9940075275"
"4282","Q117a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q117a","Waubach","Q 117a","http://sws.geonames.org/2744950","http://vocab.getty.edu/tgn/7003622","50.9205009664","6.06601052642"
"4283","Q117b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q117b","Rimburg","Q 117b","http://sws.geonames.org/2748065","http://vocab.getty.edu/tgn/7003622","50.9190711942","6.09608078304"
"4284","Q117p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q117p","Nieuwenhagen","Q 117","http://sws.geonames.org/2750282","http://vocab.getty.edu/tgn/7003622","50.9096640906","6.05451980386"
"4285","Q118a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q118a","Terwinselen","Q 118a","http://sws.geonames.org/2746400","http://vocab.getty.edu/tgn/7003622","50.8801046938","6.04571042512"
"4286","Q118h","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q118h","Onderspekholz","Q 118ax",,"http://vocab.getty.edu/tgn/7003622","50.8701722966","6.03768496954"
"4287","Q118p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q118p","Schaesberg","Q 118","http://sws.geonames.org/2747727","http://vocab.getty.edu/tgn/7003622","50.8957783052","6.02869238429"
"4288","Q119p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q119p","Eygelshoven","Q 119","http://sws.geonames.org/2756285","http://vocab.getty.edu/tgn/7003622","50.8989602921","6.07260275471"
"4289","Q120p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q120p","Caumerveld Bautsch Caumer Rukker","Q 120",,"http://vocab.getty.edu/tgn/7003622","50.8668675639","6.01597634858"
"4290","Q121a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q121a","Chevremont","Q 121a","http://sws.geonames.org/6619678","http://vocab.getty.edu/tgn/7003622","50.8793211652","6.07378963998"
"4291","Q121b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q121b","Spekholzerheide","Q 121b","http://sws.geonames.org/2746956","http://vocab.getty.edu/tgn/7003622","50.8567935087","6.03504019279"
"4292","Q121c","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q121c","Bleijerheide","Q 121c",,"http://vocab.getty.edu/tgn/7003622","50.8574270071","6.08675804629"
"4293","Q121d","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q121d","Haanrade","Q 121d","http://sws.geonames.org/2755021","http://vocab.getty.edu/tgn/7003622","50.8892803611","6.07541540625"
"4294","Q121e","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q121e","Kaalheide Onderspekholz","Q 121e",,"http://vocab.getty.edu/tgn/7003622","50.8892803611","6.07541540625"
"4295","Q121p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q121p","Kerkrade","Q 121","http://sws.geonames.org/2752923","http://vocab.getty.edu/tgn/7003622","50.8705759903","6.07661478799"
"4296","Q121z","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q121z","Holz","Q 121z",,"http://vocab.getty.edu/tgn/7003622","50.8704779697","6.09286487477"
"4297","Q152p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q152p","Kerniel","Q 152",,"http://vocab.getty.edu/tgn/1000063","50.8224548461","5.36976077128"
"4298","Q153a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q153a","Zammelen","Q 153a",,"http://vocab.getty.edu/tgn/1000063","50.8208863725","5.4234005563"
"4299","Q153p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q153p","Gors-Opleeuw","Q 153",,"http://vocab.getty.edu/tgn/1000063","50.8283783086","5.40519737946"
"4300","Q154p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q154p","Sint-Huibrechts-Hern","Q 154",,"http://vocab.getty.edu/tgn/1000063","50.8305305284","5.46228334545"
"4301","Q155a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q155a","Neerrepen","Q 155a",,"http://vocab.getty.edu/tgn/1000063","50.821512074","5.43323503386"
"4302","Q155p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q155p","Werm","Q 155",,"http://vocab.getty.edu/tgn/1000063","50.8370552752","5.48740528058"
"4303","Q156a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q156a","Groot-Loon","Q 156a",,"http://vocab.getty.edu/tgn/1000063","50.8090461284","5.34468377888"
"4304","Q156p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q156p","Borgloon","Q 156",,"http://vocab.getty.edu/tgn/1000063","50.8090461284","5.34468377888"
"4305","Q157a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q157a","Overrepen","Q 157a",,"http://vocab.getty.edu/tgn/1000063","50.8115311329","5.44109910451"
"4306","Q157p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q157p","Jesseren","Q 157",,"http://vocab.getty.edu/tgn/1000063","50.8131072241","5.39879266537"
"4307","Q158a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q158a","Henis","Q 158a",,"http://vocab.getty.edu/tgn/1000063","50.8027811549","5.48733114016"
"4308","Q158p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q158p","Riksingen","Q 158",,"http://vocab.getty.edu/tgn/1000063","50.8133821358","5.47210198331"
"4309","Q159p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q159p","Broekom","Q 159",,"http://vocab.getty.edu/tgn/1000063","50.7881661179","5.3471560161"
"4310","Q160a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q160a","Haren","Q 160a",,"http://vocab.getty.edu/tgn/1000063","50.8009518615","5.41403756782"
"4311","Q160p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q160p","Bommershoven","Q 160",,"http://vocab.getty.edu/tgn/1000063","50.7919122746","5.39043444982"
"4312","Q161p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q161p","Piringen","Q 161",,"http://vocab.getty.edu/tgn/1000063","50.7915892595","5.43124823044"
"4313","Q162p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q162p","Tongeren","Q 162",,"http://vocab.getty.edu/tgn/1000063","50.7903291572","5.46763528634"
"4314","Q163p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q163p","Berg","Q 163",,"http://vocab.getty.edu/tgn/1000063","50.7968418471","5.5040399715"
"4315","Q164a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q164a","Widooie","Q 164a",,"http://vocab.getty.edu/tgn/1000063","50.7778854604","5.4189436172"
"4316","Q164p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q164p","Heks","Q 164",,"http://vocab.getty.edu/tgn/1000063","50.7757043102","5.36977816778"
"4317","Q165p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q165p","Hopmaal","Q 165",,"http://vocab.getty.edu/tgn/1000063","50.7716603903","5.37912114196"
"4318","Q166p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q166p","Vechmaal","Q 166",,"http://vocab.getty.edu/tgn/1000063","50.7657370506","5.38944039717"
"4319","Q167p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q167p","Koninksem","Q 167",,"http://vocab.getty.edu/tgn/1000063","50.7778762961","5.44303053959"
"4320","Q168a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q168a","Rijkhoven","Q 168a",,"http://vocab.getty.edu/tgn/1000063","50.8420061001","5.52432753097"
"4321","Q169a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q169a","Weert","Q 169a",,"http://vocab.getty.edu/tgn/1000063","50.8304396185","5.55038039954"
"4322","Q169p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q169p","Membruggen","Q 169",,"http://vocab.getty.edu/tgn/1000063","50.8182943573","5.54493142976"
"4323","Q170p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q170p","Grote-Spouwen","Q 170",,"http://vocab.getty.edu/tgn/1000063","50.8357188666","5.56665208104"
"4324","Q171a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q171a","Lafelt","Q 171a",,"http://vocab.getty.edu/tgn/1000063","50.8312353221","5.62962534191"
"4325","Q171p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q171p","Vlijtingen","Q 171",,"http://vocab.getty.edu/tgn/1000063","50.8359658275","5.60110409653"
"4326","Q172p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q172p","Vroenhoven","Q 172",,"http://vocab.getty.edu/tgn/1000063","50.8293159525","5.65225297954"
"4327","Q173p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q173p","Genoelselderen","Q 173",,"http://vocab.getty.edu/tgn/1000063","50.8073778724","5.55424295629"
"4328","Q174p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q174p","Herderen","Q 174",,"http://vocab.getty.edu/tgn/1000063","50.8157380729","5.58773009264"
"4329","Q175a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q175a","Heukelom","Q 175a",,"http://vocab.getty.edu/tgn/1000063","50.8171677529","5.65021121894"
"4330","Q175p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q175p","Riemst","Q 175",,"http://vocab.getty.edu/tgn/1000063","50.8135036661","5.61477703266"
"4331","Q176a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q176a","Ketsingen","Q 176a",,"http://vocab.getty.edu/tgn/1000063","50.8030435393","5.52863790615"
"4332","Q176p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q176p","Eben-Emael","Q 176",,"http://vocab.getty.edu/tgn/1000063","50.7993572126","5.67077593316"
"4333","Q177p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q177p","Millen","Q 177",,"http://vocab.getty.edu/tgn/1000063","50.7902186957","5.56597966737"
"4334","Q178p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q178p","Val-Meer","Q 178",,"http://vocab.getty.edu/tgn/1000063","50.7920179265","5.60680088627"
"4335","Q179a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q179a","Zussen","Q 179a",,"http://vocab.getty.edu/tgn/1000063","50.8065866509","5.64277450564"
"4336","Q179p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q179p","Zichen-Zussen-Bolder","Q 179",,"http://vocab.getty.edu/tgn/1000063","50.7963291006","5.63091788368"
"4337","Q180p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q180p","Mal","Q 180",,"http://vocab.getty.edu/tgn/1000063","50.7753046476","5.53544302717"
"4338","Q181p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q181p","Sluizen","Q 181",,"http://vocab.getty.edu/tgn/1000063","50.7702994615","5.54771661032"
"4339","Q182p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q182p","Nerem","Q 182",,"http://vocab.getty.edu/tgn/1000063","50.7703321877","5.52215949379"
"4340","Q183p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q183p","Vreren","Q 183",,"http://vocab.getty.edu/tgn/1000063","50.7612979125","5.51476373805"
"4341","Q184p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q184p","Roclenge-Sur-Geer","Q 184",,"http://vocab.getty.edu/tgn/1000063","50.7658456264","5.60520301247"
"4342","Q185p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q185p","Bassenge","Q 185",,"http://vocab.getty.edu/tgn/1000063","50.7695551347","5.62045815814"
"4343","Q186p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q186p","Wonck","Q 186",,"http://vocab.getty.edu/tgn/1000063","50.7772990128","5.63966438139"
"4344","Q187a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q187a","Heugem","Q 187a",,"http://vocab.getty.edu/tgn/7003622","50.8291584256","5.71377819305"
"4345","Q187p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q187p","Sint Pieter","Q 187","http://sws.geonames.org/2747218","http://vocab.getty.edu/tgn/7003622","50.834821316","5.69413016443"
"4346","Q188p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q188p","Kanne","Q 188",,"http://vocab.getty.edu/tgn/1000063","50.8173911401","5.6876153942"
"4347","Q189p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q189p","Lanaye","Q 189",,"http://vocab.getty.edu/tgn/1000063","50.7865097237","5.69626365122"
"4348","Q190p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q190p","Lixhe","Q 190",,"http://vocab.getty.edu/tgn/1000063","50.757240342","5.68673020953"
"4349","Q191p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q191p","Cadier","Q 191","http://sws.geonames.org/2758035","http://vocab.getty.edu/tgn/7003622","50.8283950586","5.76100603077"
"4350","Q191q","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q191q","Keer","Q 191x",,"http://vocab.getty.edu/tgn/7003622","50.8345770895","5.77533564984"
"4351","Q192p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q192p","Margraten","Q 192","http://sws.geonames.org/2751199","http://vocab.getty.edu/tgn/7003622","50.8234869479","5.82740969823"
"4352","Q193a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q193a","Eckelrade","Q 193a","http://sws.geonames.org/2756434","http://vocab.getty.edu/tgn/7003622","50.8118286094","5.77464866175"
"4353","Q193b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q193b","Honthem","Q 193b","http://sws.geonames.org/2753802","http://vocab.getty.edu/tgn/7003622","50.8307384442","5.80384648214"
"4354","Q193p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q193p","Gronsveld","Q 193","http://sws.geonames.org/2755243","http://vocab.getty.edu/tgn/7003622","50.8134817509","5.74710913482"
"4355","Q194p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q194p","Rijckholt","Q 194","http://sws.geonames.org/2748131","http://vocab.getty.edu/tgn/7003622","50.8016574934","5.73964144311"
"4356","Q195p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q195p","Sint Geertruid","Q 195","http://sws.geonames.org/2747280","http://vocab.getty.edu/tgn/7003622","50.7987543231","5.77061059266"
"4357","Q195z","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q195z","Moerslag","Q 195z","http://sws.geonames.org/2750758","http://vocab.getty.edu/tgn/7003622","50.7863256983","5.75871028329"
"4358","Q196a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q196a","Banholt","Q 196a","http://sws.geonames.org/2759441","http://vocab.getty.edu/tgn/7003622","50.7961054411","5.81583194808"
"4359","Q196p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q196p","Mheer","Q 196","http://sws.geonames.org/2750913","http://vocab.getty.edu/tgn/7003622","50.7858780932","5.80049428102"
"4360","Q197a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q197a","Terlinden","Q 197a","http://sws.geonames.org/2746434","http://vocab.getty.edu/tgn/7003622","50.7823218935","5.83339960136"
"4361","Q197p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q197p","Noorbeek","Q 197","http://sws.geonames.org/2750003","http://vocab.getty.edu/tgn/7003622","50.7730243213","5.82004167807"
"4362","Q198a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q198a","Mesch","Q 198a","http://sws.geonames.org/2750926","http://vocab.getty.edu/tgn/7003622","50.7692580132","5.73792129825"
"4363","Q198b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q198b","Oost-Maarland","Q 198b","http://sws.geonames.org/6544806","http://vocab.getty.edu/tgn/7003622","50.7917698204","5.71204010524"
"4364","Q198p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q198p","Eijsden","Q 198","http://sws.geonames.org/2756283","http://vocab.getty.edu/tgn/7003622","50.7699571844","5.71089522777"
"4365","Q199p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q199p","Moelingen","Q 199",,"http://vocab.getty.edu/tgn/1000063","50.758711378","5.72065176587"
"4366","Q200p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q200p","S- Gravenvoeren","Q 200",,"http://vocab.getty.edu/tgn/1000063","50.7629069883","5.77326249252"
"4367","Q201a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q201a","Scheulder","Q 201a","http://sws.geonames.org/2747602","http://vocab.getty.edu/tgn/7003622","50.833661602","5.8550575932"
"4368","Q201p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q201p","Wijlre","Q 201","http://sws.geonames.org/2744477","http://vocab.getty.edu/tgn/7003622","50.8334606548","5.90230849419"
"4369","Q202p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q202p","Eys","Q 202","http://sws.geonames.org/2755941","http://vocab.getty.edu/tgn/7003622","50.8282851098","5.94261526885"
"4370","Q203a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q203a","Reijmerstok","Q 203a","http://sws.geonames.org/2748258","http://vocab.getty.edu/tgn/7003622","50.8015990706","5.84588302064"
"4371","Q203b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q203b","Ingber","Q 203b","http://sws.geonames.org/2753317","http://vocab.getty.edu/tgn/7003622","50.8208436775","5.8637972727"
"4372","Q203c","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q203c","Dal","Q 203c","http://sws.geonames.org/2757862","http://vocab.getty.edu/tgn/7003622","50.789474008","5.9111653797"
"4373","Q203p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q203p","Gulpen","Q 203","http://sws.geonames.org/2755045","http://vocab.getty.edu/tgn/7003622","50.8194407842","5.90167026995"
"4374","Q204a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q204a","Mechelen","Q 204a","http://sws.geonames.org/2751077","http://vocab.getty.edu/tgn/7003622","50.800274147","5.93538634719"
"4375","Q204p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q204p","Wittem Partei Sinselbeek","Q 204","http://sws.geonames.org/2744287","http://vocab.getty.edu/tgn/7003622","50.8137175734","5.92669172935"
