"id","kloeke_nieuw","kloeke_uri","naam","kloeke_oud","sameConceptAs","ligt_in_uri","lat","lon"
"339","C045p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C045p","Delfzijl","C 045","http://sws.geonames.org/2757340","http://vocab.getty.edu/tgn/7003613","53.3357697013","6.91846462455"
"340","C045z","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C045z","Uitwierde","C 045z","http://sws.geonames.org/2745959","http://vocab.getty.edu/tgn/7003613","53.3463027107","6.89852065175"
"341","C062a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C062a","Schouwerzijl","C 062a","http://sws.geonames.org/2747461","http://vocab.getty.edu/tgn/7003613","53.3348842482","6.45198581163"
"342","C062p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C062p","Roodehaan","C 062","http://sws.geonames.org/2747960","http://vocab.getty.edu/tgn/7003613","53.3339169415","6.41968646591"
"343","C063a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C063a","Niehove","C 063a","http://sws.geonames.org/2750391","http://vocab.getty.edu/tgn/7003613","53.2935893557","6.36255452419"
"344","C063b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C063b","Balmahuizen","C 063b","http://sws.geonames.org/2759452","http://vocab.getty.edu/tgn/7003613","53.2792212695","6.36692241631"
"345","C063p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C063p","Oldehove","C 063","http://sws.geonames.org/2749660","http://vocab.getty.edu/tgn/7003613","53.3101589733","6.39311632308"
"346","C064a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C064a","Feerwerd","C 064a","http://sws.geonames.org/2755926","http://vocab.getty.edu/tgn/7003613","53.310799763","6.46232863177"
"347","C064p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C064p","Ezinge","C 064","http://sws.geonames.org/2755938","http://vocab.getty.edu/tgn/7003613","53.3141878756","6.43171294642"
"348","C064z","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C064z","Saaksum","C 064z","http://sws.geonames.org/2747787","http://vocab.getty.edu/tgn/7003613","53.3165145726","6.4151129595"
"349","C065p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C065p","Garnwerd","C 065","http://sws.geonames.org/2755726","http://vocab.getty.edu/tgn/7003613","53.3081043888","6.48514087169"
"350","C066p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C066p","Niezijl","C 066","http://sws.geonames.org/2750110","http://vocab.getty.edu/tgn/7003613","53.2720171219","6.33297113838"
"351","C067p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C067p","Noordhorn","C 067","http://sws.geonames.org/2749875","http://vocab.getty.edu/tgn/7003613","53.2665540774","6.39157538901"
"352","C068a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C068a","Den Ham","C 068a","http://sws.geonames.org/2757222","http://vocab.getty.edu/tgn/7003613","53.2737416594","6.42553201668"
"353","C068h","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C068h","Fransum","C 068ax","http://sws.geonames.org/2755832","http://vocab.getty.edu/tgn/7003613","53.2819508646","6.44861004256"
"354","C068p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C068p","Aduard","C 068","http://sws.geonames.org/2759961","http://vocab.getty.edu/tgn/7003613","53.2594712703","6.4542915075"
"355","C069p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C069p","Winsum","C 069","http://sws.geonames.org/2744337","http://vocab.getty.edu/tgn/7003613","53.3256547881","6.50745630148"
"356","C070a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C070a","Sint-Annen","C 070a","http://sws.geonames.org/2747294","http://vocab.getty.edu/tgn/7003613","53.3030018959","6.65563660864"
"357","C070p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C070p","Bedum","C 070","http://sws.geonames.org/2759356","http://vocab.getty.edu/tgn/7003613","53.3051462622","6.59848106633"
"358","C071a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C071a","Sauwerd","C 071a","http://sws.geonames.org/2747747","http://vocab.getty.edu/tgn/7003613","53.2979900851","6.53378167632"
"359","C071b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C071b","Gr Kl Wetsinge","C 071b","http://sws.geonames.org/2755097","http://vocab.getty.edu/tgn/7003613","53.3098654743","6.53045163435"
"360","C071p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C071p","Adorp","C 071","http://sws.geonames.org/2759967","http://vocab.getty.edu/tgn/7003613","53.2795234416","6.54317139229"
"361","C072p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C072p","Noordwolde","C 072","http://sws.geonames.org/2749806","http://vocab.getty.edu/tgn/7003613","53.2769227062","6.58572481409"
"362","C073a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C073a","Tezinge","C 073a","http://sws.geonames.org/2746361","http://vocab.getty.edu/tgn/7003613","53.2713254752","6.64535139268"
"363","C073p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C073p","Zuidwolde","C 073","http://sws.geonames.org/2743636","http://vocab.getty.edu/tgn/7003613","53.2650858431","6.58592073089"
"364","C074p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C074p","Stedum","C 074","http://sws.geonames.org/2746813","http://vocab.getty.edu/tgn/7003613","53.3225065523","6.69628323558"
"365","C075p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C075p","Loppersum","C 075","http://sws.geonames.org/2751429","http://vocab.getty.edu/tgn/7003613","53.3300578886","6.74543414251"
"366","C075q","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C075q","Wirdum","C 075x","http://sws.geonames.org/2744326","http://vocab.getty.edu/tgn/7003613","53.3217980233","6.78629688939"
"367","C076a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C076a","Ten Post","C 076a","http://sws.geonames.org/2746483","http://vocab.getty.edu/tgn/7003613","53.2984452068","6.73092309967"
"368","C076b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C076b","Lellens","C 076b","http://sws.geonames.org/2751739","http://vocab.getty.edu/tgn/7003613","53.3018300746","6.70605133672"
"369","C076p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C076p","Ten Boer","C 076","http://sws.geonames.org/2746491","http://vocab.getty.edu/tgn/7003613","53.2773438496","6.69438810642"
"370","C077p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C077p","Woltersum","C 077","http://sws.geonames.org/2744196","http://vocab.getty.edu/tgn/7003613","53.2700445743","6.73524042193"
"371","C077q","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C077q","Wittewierum","C 077x","http://sws.geonames.org/2744264","http://vocab.getty.edu/tgn/7003613","53.2866853187","6.7513564173"
"372","C078a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C078a","Overschild","C 078a","http://sws.geonames.org/2748825","http://vocab.getty.edu/tgn/7003613","53.2812323429","6.79174367883"
"373","C078b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C078b","Garreweer","C 078b","http://sws.geonames.org/2755723","http://vocab.getty.edu/tgn/7003613","53.311085918","6.8228910361"
"374","C078p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C078p","Schildhuizen","C 078",,"http://vocab.getty.edu/tgn/7003613","53.290631954","6.81388640223"
"375","C079a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C079a","Opwierde","C 079a","http://sws.geonames.org/2749272","http://vocab.getty.edu/tgn/7003613","53.3135187463","6.87916879064"
"376","C079b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C079b","Tjamsweer","C 079b","http://sws.geonames.org/2746272","http://vocab.getty.edu/tgn/7003613","53.3248866314","6.84104730476"
"377","C079i","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C079i","Oling","C 079bz","http://sws.geonames.org/2749628","http://vocab.getty.edu/tgn/7003613","53.3067906576","6.84303259098"
"378","C079p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C079p","Appingedam","C 079","http://sws.geonames.org/2759687","http://vocab.getty.edu/tgn/7003613","53.3224274253","6.86437822412"
"379","C080p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C080p","Farmsum","C 080","http://sws.geonames.org/2755929","http://vocab.getty.edu/tgn/7003613","53.3231445018","6.93102906358"
"380","C081p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C081p","Weiwerd","C 081","http://sws.geonames.org/2744873","http://vocab.getty.edu/tgn/7003613","53.309837471","6.94824309897"
"381","C082p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C082p","Heveskes","C 082","http://sws.geonames.org/2754114","http://vocab.getty.edu/tgn/7003613","53.3098572203","6.97009089331"
"382","C083p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C083p","Oterdummerwarven","C 083","http://sws.geonames.org/2749209","http://vocab.getty.edu/tgn/7003613","53.3045356124","6.99591085716"
"383","C084p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C084p","Meedhuizen","C 084","http://sws.geonames.org/2751065","http://vocab.getty.edu/tgn/7003613","53.2872158109","6.91413125531"
"384","C085p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C085p","Wagenborgen","C 085","http://sws.geonames.org/2745090","http://vocab.getty.edu/tgn/7003613","53.2551801367","6.93430793369"
"385","C086p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C086p","Borgsweer","C 086","http://sws.geonames.org/2758607","http://vocab.getty.edu/tgn/7003613","53.2921043268","7.01676049323"
"386","C087p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C087p","Termunten","C 087","http://sws.geonames.org/2746428","http://vocab.getty.edu/tgn/7003613","53.2863848275","7.04722815326"
"387","C088p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C088p","Woldendorp","C 088","http://sws.geonames.org/2744228","http://vocab.getty.edu/tgn/7003613","53.2694912576","7.02942850705"
"388","C099a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C099a","Hoge Meeden","C 099a","http://sws.geonames.org/2753738","http://vocab.getty.edu/tgn/7003613","53.2449600329","6.43886216509"
"389","C099p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C099p","Zuidhorn","C 099","http://sws.geonames.org/2743694","http://vocab.getty.edu/tgn/7003613","53.248032018","6.40777452148"
"390","C099q","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C099q","Briltil","C 099x","http://sws.geonames.org/2758316","http://vocab.getty.edu/tgn/7003613","53.2428804451","6.39102488161"
"391","C100p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C100p","Niekerk","C 100","http://sws.geonames.org/2750390","http://vocab.getty.edu/tgn/7003613","53.2322766962","6.35494005221"
"392","C101p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C101p","Leegkerk","C 101","http://sws.geonames.org/2751836","http://vocab.getty.edu/tgn/7003613","53.2324327453","6.48115074532"
"393","C102p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C102p","Lage Meeden","C 102","http://sws.geonames.org/2752030","http://vocab.getty.edu/tgn/7003613","53.2245994683","6.45187311874"
"394","C102z","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C102z","Den Horn","C 102z","http://sws.geonames.org/2757212","http://vocab.getty.edu/tgn/7003613","53.2316279159","6.43230753114"
"395","C103a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C103a","Roderwolde","C 103a","http://sws.geonames.org/2748018","http://vocab.getty.edu/tgn/7003614","53.1720565965","6.47391150531"
"396","C103p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C103p","Oostwold","C 103","http://sws.geonames.org/2749326","http://vocab.getty.edu/tgn/7003613","53.206295631","6.4425915874"
"397","C104a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C104a","Pasop","C 104a","http://sws.geonames.org/2748711","http://vocab.getty.edu/tgn/7003613","53.2101206556","6.39701513533"
"398","C104p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C104p","Lettelbert","C 104","http://sws.geonames.org/2751705","http://vocab.getty.edu/tgn/7003613","53.1956273857","6.41587527947"
"399","C105p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C105p","Midwolde","C 105","http://sws.geonames.org/2750830","http://vocab.getty.edu/tgn/7003613","53.1861234645","6.39748731239"
"400","C106p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C106p","Tolbert","C 106","http://sws.geonames.org/2746234","http://vocab.getty.edu/tgn/7003613","53.1789486193","6.36101690648"
"401","C107p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C107p","Hoogkerk","C 107","http://sws.geonames.org/2753688","http://vocab.getty.edu/tgn/7003613","53.2198431776","6.49484619979"
"402","C108a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C108a","Noorderhoogebrug","C 108a","http://sws.geonames.org/2749931","http://vocab.getty.edu/tgn/7003613","53.2468748999","6.56826098671"
"403","C108p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C108p","Groningen","C 108","http://sws.geonames.org/2755251","http://vocab.getty.edu/tgn/7003613","53.2152597843","6.55182743743"
"404","C108q","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C108q","Helpman","C 108x","http://sws.geonames.org/2754444","http://vocab.getty.edu/tgn/7003613","53.1940163614","6.58912826686"
"405","C109a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C109a","Garmerwolde","C 109a","http://sws.geonames.org/2755728","http://vocab.getty.edu/tgn/7003613","53.2460667225","6.64773174294"
"406","C109b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C109b","Oosterhoogebrug","C 109b",,"http://vocab.getty.edu/tgn/7003613","53.2269644898","6.59679826758"
"407","C109p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C109p","Noorddijk","C 109","http://sws.geonames.org/2749981","http://vocab.getty.edu/tgn/7003613","53.2435070157","6.62427189711"
"408","C110p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C110p","Middelbert","C 110","http://sws.geonames.org/2750902","http://vocab.getty.edu/tgn/7003613","53.2256097089","6.63779081641"
"409","C111p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C111p","Euvelgunne","C 111","http://sws.geonames.org/2755982","http://vocab.getty.edu/tgn/7003613","53.2077098407","6.62118199921"
"410","C112p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C112p","Engelbert","C 112","http://sws.geonames.org/2756097","http://vocab.getty.edu/tgn/7003613","53.210835743","6.64981814984"
"411","C112z","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C112z","Waterhuizen","C 112z","http://sws.geonames.org/2744974","http://vocab.getty.edu/tgn/7003613","53.1923982184","6.65550468687"
"412","C113p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C113p","Haren","C 113","http://sws.geonames.org/2754841","http://vocab.getty.edu/tgn/7003613","53.1742119953","6.60673584181"
"413","C113q","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C113q","Eelderwolde","C 113x","http://sws.geonames.org/2756405","http://vocab.getty.edu/tgn/7003614","53.1741646706","6.5481340569"
"414","C114a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C114a","Borgweg","C 114a","http://sws.geonames.org/2758605","http://vocab.getty.edu/tgn/7003613","53.1815554885","6.7075752136"
"415","C114b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C114b","Foxhol","C 114b","http://sws.geonames.org/2755853","http://vocab.getty.edu/tgn/7003613","53.1693178622","6.71550218788"
"416","C114c","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C114c","Foxham","C 114c","http://sws.geonames.org/2755854","http://vocab.getty.edu/tgn/7003613","53.1722411973","6.73219354033"
"417","C114p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C114p","Westerbroek","C 114","http://sws.geonames.org/2744764","http://vocab.getty.edu/tgn/7003613","53.1855865983","6.68072359249"
"418","C115a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C115a","Lageland","C 115a","http://sws.geonames.org/2752034","http://vocab.getty.edu/tgn/7003613","53.2369360144","6.71446510883"
"419","C115p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C115p","Harkstede","C 115","http://sws.geonames.org/2754819","http://vocab.getty.edu/tgn/7003613","53.2116686801","6.68876428898"
"420","C116p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C116p","Scharmer","C 116","http://sws.geonames.org/2747677","http://vocab.getty.edu/tgn/7003613","53.2086330444","6.7099587679"
"421","C117p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C117p","Kolham","C 117","http://sws.geonames.org/2752534","http://vocab.getty.edu/tgn/7003613","53.1837381443","6.73513903886"
"422","C118a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C118a","Froombosch Slochteren","C 118a","http://sws.geonames.org/2747143","http://vocab.getty.edu/tgn/7003613","53.1898466764","6.77319971673"
"423","C118p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C118p","Slochteren","C 118",,"http://vocab.getty.edu/tgn/7003613","53.2097621298","6.80238509338"
"424","C119p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C119p","Schildwolde","C 119","http://sws.geonames.org/2747570","http://vocab.getty.edu/tgn/7003613","53.2333100527","6.81355092174"
"425","C120p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C120p","Hellum","C 120","http://sws.geonames.org/2754449","http://vocab.getty.edu/tgn/7003613","53.239167382","6.84439319654"
"426","C121p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C121p","Siddeburen","C 121","http://sws.geonames.org/2747343","http://vocab.getty.edu/tgn/7003613","53.2450490184","6.87263798973"
"427","C122p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C122p","Nieuwolda","C 122","http://sws.geonames.org/2750154","http://vocab.getty.edu/tgn/7003613","53.2418505335","6.97642209005"
"428","C123p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C123p","Nieuw-Scheemda","C 123","http://sws.geonames.org/2750137","http://vocab.getty.edu/tgn/7003613","53.2086002448","6.9461435864"
"429","C123q","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C123q","t Waar","C 123x","http://sws.geonames.org/2746083","http://vocab.getty.edu/tgn/7003613","53.2285669428","6.94425794893"
"430","C124p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C124p","Noordbroek","C 124","http://sws.geonames.org/2749989","http://vocab.getty.edu/tgn/7003613","53.2003845768","6.88201434778"
"431","C125p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C125p","Zuidbroek","C 125","http://sws.geonames.org/2743800","http://vocab.getty.edu/tgn/7003613","53.1709164709","6.87114035511"
"432","C126p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C126p","Uiterburen","C 126","http://sws.geonames.org/2745986","http://vocab.getty.edu/tgn/7003613","53.1828876721","6.88555396165"
"433","C127p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C127p","Eexta","C 127","http://sws.geonames.org/2756316","http://vocab.getty.edu/tgn/7003613","53.1703722617","6.96240035108"
"434","C128p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C128p","Scheemda","C 128","http://sws.geonames.org/2747661","http://vocab.getty.edu/tgn/7003613","53.1776682589","6.97614399952"
"435","C129p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C129p","Midwolde","C 129","http://sws.geonames.org/2750832","http://vocab.getty.edu/tgn/7003613","53.1933705546","7.01356349533"
"436","C130p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C130p","Oostwolde","C 130","http://sws.geonames.org/2749325","http://vocab.getty.edu/tgn/7003613","53.2031558399","7.04975007966"
"437","C131a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C131a","Ekamp","C 131a","http://sws.geonames.org/2756243","http://vocab.getty.edu/tgn/7003613","53.1741777147","7.07249508637"
"438","C131p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C131p","Finsterwolde","C 131","http://sws.geonames.org/2755905","http://vocab.getty.edu/tgn/7003613","53.1946840172","7.0987200759"
"439","C132p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C132p","Beerta","C 132","http://sws.geonames.org/2759298","http://vocab.getty.edu/tgn/7003613","53.1737735741","7.1010044328"
"440","C133a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C133a","Ganzedijk","C 133a","http://sws.geonames.org/2755744","http://vocab.getty.edu/tgn/7003613","53.2018594009","7.11976450624"
"441","C133p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C133p","Nieuw Beerta","C 133","http://sws.geonames.org/2750372","http://vocab.getty.edu/tgn/7003613","53.1846824059","7.16472588287"
"442","C134p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C134p","Drieborg","C 134","http://sws.geonames.org/2756616","http://vocab.getty.edu/tgn/7003613","53.19965691","7.18454444195"
"443","C142p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C142p","Nieuweschans","C 142","http://sws.geonames.org/2750250","http://vocab.getty.edu/tgn/7003613","53.1757159898","7.20171049763"
"444","C144a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C144a","Nietap","C 144a","http://sws.geonames.org/2750380","http://vocab.getty.edu/tgn/7003614","53.158065495","6.39994243684"
"445","C144p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C144p","Leek","C 144","http://sws.geonames.org/2751834","http://vocab.getty.edu/tgn/7003613","53.1680424915","6.39862058178"
"446","C144q","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C144q","Diepswal","C 144x","http://sws.geonames.org/2756869","http://vocab.getty.edu/tgn/7003613","53.1511502386","6.36919642617"
"447","C145p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C145p","Zevenhuizen","C 145","http://sws.geonames.org/2743926","http://vocab.getty.edu/tgn/7003613","53.1270193692","6.34845085522"
"448","C145z","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C145z","Jonkersvaart","C 145z","http://sws.geonames.org/2753207","http://vocab.getty.edu/tgn/7003613","53.136752425","6.33934213234"
"449","C146a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C146a","Roderesch","C 146a","http://sws.geonames.org/2748022","http://vocab.getty.edu/tgn/7003614","53.110804986","6.4242123077"
"450","C146b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C146b","Nieuw-Roden","C 146b","http://sws.geonames.org/2750140","http://vocab.getty.edu/tgn/7003614","53.1340984121","6.39679725109"
"451","C146g","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C146g","Terheil","C 146z",,"http://vocab.getty.edu/tgn/7003614","53.0960426117","6.43835594779"
"452","C146p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C146p","Roden","C 146","http://sws.geonames.org/2748026","http://vocab.getty.edu/tgn/7003614","53.1418824977","6.43325066589"
"453","C146z","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C146z","Langelo","C 146az",,"http://vocab.getty.edu/tgn/7003614","53.1468000541","6.40589696772"
"454","C147p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C147p","Peize","C 147","http://sws.geonames.org/2748673","http://vocab.getty.edu/tgn/7003614","53.1517203356","6.48377567813"
"455","C148a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C148a","Glimmen","C 148a","http://sws.geonames.org/2755495","http://vocab.getty.edu/tgn/7003613","53.137215226","6.62849913325"
"456","C148b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C148b","Bunne","C 148b","http://sws.geonames.org/2758108","http://vocab.getty.edu/tgn/7003614","53.1166643315","6.5336439924"
"457","C148c","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C148c","Onnen","C 148c","http://sws.geonames.org/2749588","http://vocab.getty.edu/tgn/7003613","53.161034984","6.64525566951"
"458","C148p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C148p","Paterswolde","C 148","http://sws.geonames.org/2748702","http://vocab.getty.edu/tgn/7003614","53.1534978994","6.55898655049"
"459","C148q","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C148q","Westlaren","C 148x","http://sws.geonames.org/2744632","http://vocab.getty.edu/tgn/7003614","53.0913029266","6.63960588164"
"460","C149a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C149a","Donderen","C 149a","http://sws.geonames.org/2756731","http://vocab.getty.edu/tgn/7003614","53.0984371664","6.54972024847"
"461","C149b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C149b","Yde","C 149b","http://sws.geonames.org/2744130","http://vocab.getty.edu/tgn/7003614","53.1130283173","6.58740562446"
"462","C149p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C149p","Eelde","C 149","http://sws.geonames.org/2756408","http://vocab.getty.edu/tgn/7003614","53.1465259325","6.57071084036"
"463","C149q","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C149q","Zuideinde","C 149x","http://sws.geonames.org/2743790","http://vocab.getty.edu/tgn/7003614","53.1247160843","6.57063823163"
"464","C150p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C150p","Noordlaren","C 150","http://sws.geonames.org/2749857","http://vocab.getty.edu/tgn/7003613","53.1231114287","6.66642947276"
"465","C151a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C151a","Wolfsbergen","C 151a","http://sws.geonames.org/2744214","http://vocab.getty.edu/tgn/7003613","53.1239859352","6.72861944409"
"466","C151p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C151p","Kropswolde","C 151","http://sws.geonames.org/2752217","http://vocab.getty.edu/tgn/7003613","53.1483217857","6.72626376626"
"467","C152a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C152a","Martenshoek","C 152a","http://sws.geonames.org/2751115","http://vocab.getty.edu/tgn/7003613","53.1611862533","6.74584583328"
"468","C152p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C152p","Hoogezand","C 152","http://sws.geonames.org/2753706","http://vocab.getty.edu/tgn/7003613","53.1628836378","6.76092714886"
"469","C152z","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C152z","Kalkwijk","C 152z","http://sws.geonames.org/2753130","http://vocab.getty.edu/tgn/7003613","53.145161834","6.78422092461"
"470","C153p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C153p","Sappemeer","C 153","http://sws.geonames.org/2747758","http://vocab.getty.edu/tgn/7003613","53.1612135337","6.79717952193"
"471","C154a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C154a","Kiel-Windeweer","C 154a","http://sws.geonames.org/2744360","http://vocab.getty.edu/tgn/7003613","53.1090719282","6.77942906182"
"472","C154p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C154p","Zuidlaarderveen","C 154","http://sws.geonames.org/2743684","http://vocab.getty.edu/tgn/7003614","53.0981523345","6.75371083467"
"473","C154q","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C154q","Annerveen","C 154x","http://sws.geonames.org/2749187","http://vocab.getty.edu/tgn/7003614","53.0864390809","6.77041844639"
